Estimator,MSE,seconds,dataset.kwargs.dataset,logging_policy.kwargs.temperature,target_policy.kwargs.temperature
DRos \ensuremath{\tt OCV_{IPS}},2.3244269792615523e-08,1.7404892444610596,ecoli,-3,-10
DRos \ensuremath{\tt OCV_{DR}},2.1775171844466156e-08,3.313828468322754,ecoli,-3,-10
DRos \textsc{Slope},1.0069310273469746e-08,0.0851762294769287,ecoli,-3,-10
DRos \ensuremath{\tt PAS{\text -}IF},4.754104959426052e-08,6.600663423538208,ecoli,-3,-10
DRps Original Tuning/Theory,1.0073154739542416e-08,0.2096612453460693,ecoli,-3,-10
DRps \ensuremath{\tt OCV_{IPS}},1.1958104156911825e-08,1.963113784790039,ecoli,-3,-10
DRps \ensuremath{\tt OCV_{DR}},2.378050078325603e-07,4.301056385040283,ecoli,-3,-10
DRps \textsc{Slope},1.0073154739542416e-08,0.1193990707397461,ecoli,-3,-10
DRps \ensuremath{\tt PAS{\text -}IF},2.378050078325603e-07,10.927623748779297,ecoli,-3,-10
IPS-$\lambda$ Original Tuning/Theory,2.1103083080984028e-06,0.0225656032562255,ecoli,-3,-10
IPS-$\lambda$ \ensuremath{\tt OCV_{IPS}},2.0244654761559747e-06,0.9545891284942628,ecoli,-3,-10
IPS-$\lambda$ \ensuremath{\tt OCV_{DR}},2.054090231334111e-06,2.497526168823242,ecoli,-3,-10
IPS-$\lambda$ \textsc{Slope},0.0010801194406486,0.0554583072662353,ecoli,-3,-10
IPS-$\lambda$ \ensuremath{\tt PAS{\text -}IF},2.5818847442657805e-05,10.3854820728302,ecoli,-3,-10
GroupIPS \ensuremath{\tt OCV_{IPS}},5.807344677447904e-06,0.5245275497436523,ecoli,-3,-10
GroupIPS \ensuremath{\tt OCV_{DR}},5.807344677447904e-06,0.7927348613739014,ecoli,-3,-10
GroupIPS \textsc{Slope},0.0006330440861182,0.0225932598114013,ecoli,-3,-10
GroupIPS \ensuremath{\tt PAS{\text -}IF},2.8385131863440618e-05,9.677781105041504,ecoli,-3,-10
Everything \ensuremath{\tt OCV_{IPS}},2.8385131863440618e-05,11.614463567733765,ecoli,-3,-10
Everything \ensuremath{\tt OCV_{DR}},2.5827916396097104e-07,27.598577976226807,ecoli,-3,-10
Everything \ensuremath{\tt PAS{\text -}IF},0.000997022603629,8.548095941543579,ecoli,-3,-10
TruncatedIPS Original Tuning/Theory,0.0030363406657178,0.0030426979064941,glass,3,10
TruncatedIPS \ensuremath{\tt OCV_{IPS}},0.031566818841645,0.8682675361633301,glass,3,10
TruncatedIPS \ensuremath{\tt OCV_{DR}},0.031566818841645,2.8584799766540527,glass,3,10
TruncatedIPS \textsc{Slope},0.0665726706881379,0.0090699195861816,glass,3,10
TruncatedIPS \ensuremath{\tt PAS{\text -}IF},0.0470447630151061,7.064719200134277,glass,3,10
\textsc{Switch}-DR Original Tuning/Theory,0.0005209717901687,0.0798952579498291,glass,3,10
\textsc{Switch}-DR \ensuremath{\tt OCV_{IPS}},0.0003839180173965,2.0949954986572266,glass,3,10
\textsc{Switch}-DR \ensuremath{\tt OCV_{DR}},0.0002731556943412,5.861855745315552,glass,3,10
\textsc{Switch}-DR \textsc{Slope},0.0002835235200915,0.1193118095397949,glass,3,10
\textsc{Switch}-DR \ensuremath{\tt PAS{\text -}IF},0.0005209717901687,7.624405860900879,glass,3,10
CAB \ensuremath{\tt OCV_{IPS}},0.00294763220043,2.584242343902588,glass,3,10
CAB \ensuremath{\tt OCV_{DR}},0.0121023971863799,4.01198673248291,glass,3,10
CAB \textsc{Slope},0.0030123827402107,0.04146409034729,glass,3,10
CAB \ensuremath{\tt PAS{\text -}IF},0.0033840868518085,5.374094247817993,glass,3,10
DRos Original Tuning/Theory,0.0003271326701526,0.1452662944793701,glass,3,10
DRos \ensuremath{\tt OCV_{IPS}},0.0002828152790471,2.3383212089538574,glass,3,10
DRos \ensuremath{\tt OCV_{DR}},0.0002798961535515,4.371210813522339,glass,3,10
DRos \textsc{Slope},0.0002836273714376,0.0733978748321533,glass,3,10
DRos \ensuremath{\tt PAS{\text -}IF},0.002927360018019,9.211878776550291,glass,3,10
DRps Original Tuning/Theory,0.000531329650103,0.1552417278289795,glass,3,10
DRps \ensuremath{\tt OCV_{IPS}},0.0004229775918699,2.6365888118743896,glass,3,10
DRps \ensuremath{\tt OCV_{DR}},0.0004229775918699,5.264836549758911,glass,3,10
DRps \textsc{Slope},0.0002834964537111,0.1723980903625488,glass,3,10
DRps \ensuremath{\tt PAS{\text -}IF},0.0008628007401327,8.682114839553833,glass,3,10
IPS-$\lambda$ Original Tuning/Theory,0.0036439953009753,0.0072770118713378,glass,3,10
IPS-$\lambda$ \ensuremath{\tt OCV_{IPS}},0.0055362996410223,1.4932491779327393,glass,3,10
IPS-$\lambda$ \ensuremath{\tt OCV_{DR}},0.0207360181812526,2.158515214920044,glass,3,10
IPS-$\lambda$ \textsc{Slope},0.0430278551478219,0.0230393409729003,glass,3,10
IPS-$\lambda$ \ensuremath{\tt PAS{\text -}IF},0.0307237756681238,6.226196765899658,glass,3,10
GroupIPS \ensuremath{\tt OCV_{IPS}},0.0078078397724067,0.7043788433074951,glass,3,10
GroupIPS \ensuremath{\tt OCV_{DR}},0.0078078397724067,0.8398127555847168,glass,3,10
GroupIPS \textsc{Slope},0.040493750648259,0.015782356262207,glass,3,10
GroupIPS \ensuremath{\tt PAS{\text -}IF},0.040493750648259,7.260170221328735,glass,3,10
Everything \ensuremath{\tt OCV_{IPS}},0.0080911966124603,16.017704486846924,glass,3,10
Everything \ensuremath{\tt OCV_{DR}},0.0004746992197206,30.63456630706787,glass,3,10
Everything \ensuremath{\tt PAS{\text -}IF},0.0307237756681238,9.455105066299438,glass,3,10
TruncatedIPS Original Tuning/Theory,6.877186854025999e-05,0.0010254383087158,glass,3,-10
TruncatedIPS \ensuremath{\tt OCV_{IPS}},0.0002489370622118,0.7340860366821289,glass,3,-10
TruncatedIPS \ensuremath{\tt OCV_{DR}},0.0004675717229103,2.7413833141326904,glass,3,-10
TruncatedIPS \textsc{Slope},0.0005837618673322,0.0460836887359619,glass,3,-10
TruncatedIPS \ensuremath{\tt PAS{\text -}IF},6.877186854025999e-05,8.215668678283691,glass,3,-10
\textsc{Switch}-DR Original Tuning/Theory,0.0012523620832463,0.036374807357788,glass,3,-10
\textsc{Switch}-DR \ensuremath{\tt OCV_{IPS}},0.0015016177055806,2.395331621170044,glass,3,-10
\textsc{Switch}-DR \ensuremath{\tt OCV_{DR}},0.0010961638231795,5.895084857940674,glass,3,-10
\textsc{Switch}-DR \textsc{Slope},0.0014891297537879,0.111584186553955,glass,3,-10
\textsc{Switch}-DR \ensuremath{\tt PAS{\text -}IF},0.0009852638486892,6.43623161315918,glass,3,-10
CAB \ensuremath{\tt OCV_{IPS}},8.950801179651095e-05,4.7047340869903564,glass,3,-10
CAB \ensuremath{\tt OCV_{DR}},9.78762203209124e-05,4.318823337554932,glass,3,-10
CAB \textsc{Slope},7.128646444311638e-05,0.0500712394714355,glass,3,-10
CAB \ensuremath{\tt PAS{\text -}IF},7.128646444311638e-05,5.1164491176605225,glass,3,-10
DRos Original Tuning/Theory,0.0014931912407371,0.0373961925506591,glass,3,-10
DRos \ensuremath{\tt OCV_{IPS}},0.0014925316734536,1.6160690784454346,glass,3,-10
DRos \ensuremath{\tt OCV_{DR}},0.0015152748610194,5.0444934368133545,glass,3,-10
DRos \textsc{Slope},0.0014855594413294,0.1815948486328125,glass,3,-10
DRos \ensuremath{\tt PAS{\text -}IF},0.0014310734996332,5.346911668777466,glass,3,-10
DRps Original Tuning/Theory,0.0014897019997605,0.034097671508789,glass,3,-10
DRps \ensuremath{\tt OCV_{IPS}},0.0014807026935296,1.0934829711914062,glass,3,-10
DRps \ensuremath{\tt OCV_{DR}},0.0014597199214602,2.336836576461792,glass,3,-10
DRps \textsc{Slope},0.0014897019997605,0.0481414794921875,glass,3,-10
DRps \ensuremath{\tt PAS{\text -}IF},0.0013340821509374,6.457312345504761,glass,3,-10
IPS-$\lambda$ Original Tuning/Theory,6.747626891322069e-05,0.0155112743377685,glass,3,-10
IPS-$\lambda$ \ensuremath{\tt OCV_{IPS}},6.876609798906216e-05,1.150468111038208,glass,3,-10
IPS-$\lambda$ \ensuremath{\tt OCV_{DR}},6.746848122784204e-05,4.6195948123931885,glass,3,-10
IPS-$\lambda$ \textsc{Slope},0.002439921275002,0.0563387870788574,glass,3,-10
IPS-$\lambda$ \ensuremath{\tt PAS{\text -}IF},0.0460921607980449,8.18508267402649,glass,3,-10
GroupIPS \ensuremath{\tt OCV_{IPS}},0.0003604190557181,0.4915485382080078,glass,3,-10
GroupIPS \ensuremath{\tt OCV_{DR}},0.0003604190557181,0.7353701591491699,glass,3,-10
GroupIPS \textsc{Slope},0.0119167316689403,0.0144345760345458,glass,3,-10
GroupIPS \ensuremath{\tt PAS{\text -}IF},0.0119167316689403,9.590961694717407,glass,3,-10
Everything \ensuremath{\tt OCV_{IPS}},0.0002218808209447,20.55951189994812,glass,3,-10
Everything \ensuremath{\tt OCV_{DR}},0.0002489370622118,32.55697226524353,glass,3,-10
Everything \ensuremath{\tt PAS{\text -}IF},0.0460921607980449,10.581123113632202,glass,3,-10
TruncatedIPS Original Tuning/Theory,0.0035909361973227,0.0024566650390625,glass,1,10
TruncatedIPS \ensuremath{\tt OCV_{IPS}},0.0314227877456263,0.824000358581543,glass,1,10
TruncatedIPS \ensuremath{\tt OCV_{DR}},0.0502015279790468,2.9475646018981934,glass,1,10
TruncatedIPS \textsc{Slope},0.1072692458419491,0.0093545913696289,glass,1,10
TruncatedIPS \ensuremath{\tt PAS{\text -}IF},0.0693474454714776,6.241060018539429,glass,1,10
\textsc{Switch}-DR Original Tuning/Theory,0.0067659747737212,0.050403356552124,glass,1,10
\textsc{Switch}-DR \ensuremath{\tt OCV_{IPS}},0.0051947646476957,0.9269354343414308,glass,1,10
\textsc{Switch}-DR \ensuremath{\tt OCV_{DR}},0.0049835055452421,4.705346345901489,glass,1,10
\textsc{Switch}-DR \textsc{Slope},0.0050417630115708,0.089219331741333,glass,1,10
\textsc{Switch}-DR \ensuremath{\tt PAS{\text -}IF},0.0048367587778789,6.903512954711914,glass,1,10
CAB \ensuremath{\tt OCV_{IPS}},0.0030928086497568,2.081643581390381,glass,1,10
CAB \ensuremath{\tt OCV_{DR}},0.0030214120341731,4.93791651725769,glass,1,10
CAB \textsc{Slope},0.003567637018475,0.0925989151000976,glass,1,10
CAB \ensuremath{\tt PAS{\text -}IF},0.0089000847532991,5.86995005607605,glass,1,10
DRos Original Tuning/Theory,0.0050644399787192,0.1312987804412841,glass,1,10
DRos \ensuremath{\tt OCV_{IPS}},0.0060002970775611,1.7570030689239502,glass,1,10
DRos \ensuremath{\tt OCV_{DR}},0.0052978395760379,4.608922958374023,glass,1,10
DRos \textsc{Slope},0.0050350566442595,0.0670537948608398,glass,1,10
DRos \ensuremath{\tt PAS{\text -}IF},0.006164534783949,7.7084760665893555,glass,1,10
DRps Original Tuning/Theory,0.0051318405216651,0.1034519672393798,glass,1,10
DRps \ensuremath{\tt OCV_{IPS}},0.0050343265186275,1.4029591083526611,glass,1,10
DRps \ensuremath{\tt OCV_{DR}},0.0051318405216651,7.000445127487183,glass,1,10
DRps \textsc{Slope},0.0050394631979739,0.1194159984588623,glass,1,10
DRps \ensuremath{\tt PAS{\text -}IF},0.0051177141937782,8.241355419158936,glass,1,10
IPS-$\lambda$ Original Tuning/Theory,0.0050738339583948,0.0243775844573974,glass,1,10
IPS-$\lambda$ \ensuremath{\tt OCV_{IPS}},0.016368065581298,0.8699765205383301,glass,1,10
IPS-$\lambda$ \ensuremath{\tt OCV_{DR}},0.047380150484213,3.382594347000122,glass,1,10
IPS-$\lambda$ \textsc{Slope},0.0854377342806339,0.0580174922943115,glass,1,10
IPS-$\lambda$ \ensuremath{\tt PAS{\text -}IF},0.047380150484213,5.973283529281616,glass,1,10
GroupIPS \ensuremath{\tt OCV_{IPS}},0.0038649966580728,0.6118793487548828,glass,1,10
GroupIPS \ensuremath{\tt OCV_{DR}},0.0038649966580728,1.0493476390838623,glass,1,10
GroupIPS \textsc{Slope},0.072263866923714,0.0203056335449218,glass,1,10
GroupIPS \ensuremath{\tt PAS{\text -}IF},0.072263866923714,7.219131469726562,glass,1,10
Everything \ensuremath{\tt OCV_{IPS}},0.0034829340626678,8.705002784729004,glass,1,10
Everything \ensuremath{\tt OCV_{DR}},0.003567637018475,31.205382108688354,glass,1,10
Everything \ensuremath{\tt PAS{\text -}IF},0.072263866923714,9.376535415649414,glass,1,10
TruncatedIPS Original Tuning/Theory,1.3467066104290836e-05,0.0006632804870605,glass,1,-10
TruncatedIPS \ensuremath{\tt OCV_{IPS}},2.4461486284237143e-05,1.3896164894104004,glass,1,-10
TruncatedIPS \ensuremath{\tt OCV_{DR}},0.0005510662978043,3.556755304336548,glass,1,-10
TruncatedIPS \textsc{Slope},0.0005163677519093,0.1074390411376953,glass,1,-10
TruncatedIPS \ensuremath{\tt PAS{\text -}IF},1.3467066104290836e-05,6.702630281448364,glass,1,-10
\textsc{Switch}-DR Original Tuning/Theory,3.889618618405e-05,0.1302797794342041,glass,1,-10
\textsc{Switch}-DR \ensuremath{\tt OCV_{IPS}},6.911240782758537e-05,4.074915647506714,glass,1,-10
\textsc{Switch}-DR \ensuremath{\tt OCV_{DR}},6.860509898438866e-05,7.337171316146851,glass,1,-10
\textsc{Switch}-DR \textsc{Slope},6.911240782758537e-05,0.1524646282196045,glass,1,-10
\textsc{Switch}-DR \ensuremath{\tt PAS{\text -}IF},5.327478734969864e-05,9.335521221160889,glass,1,-10
CAB \ensuremath{\tt OCV_{IPS}},1.1679061008996194e-05,4.134638786315918,glass,1,-10
CAB \ensuremath{\tt OCV_{DR}},1.431868079111942e-05,6.695598125457764,glass,1,-10
CAB \textsc{Slope},1.4028179266709538e-05,0.1539187431335449,glass,1,-10
CAB \ensuremath{\tt PAS{\text -}IF},1.4028179266709538e-05,6.189073324203491,glass,1,-10
DRos Original Tuning/Theory,6.784929003925957e-05,0.0745978355407714,glass,1,-10
DRos \ensuremath{\tt OCV_{IPS}},6.802499847465769e-05,2.352297306060791,glass,1,-10
DRos \ensuremath{\tt OCV_{DR}},6.965830912198067e-05,4.770617723464966,glass,1,-10
DRos \textsc{Slope},6.784929003925957e-05,0.0560379028320312,glass,1,-10
DRos \ensuremath{\tt PAS{\text -}IF},6.195741289431664e-05,7.051769256591797,glass,1,-10
DRps Original Tuning/Theory,6.833708478606155e-05,0.2485952377319336,glass,1,-10
DRps \ensuremath{\tt OCV_{IPS}},5.951180391573815e-05,5.094739675521851,glass,1,-10
DRps \ensuremath{\tt OCV_{DR}},5.82080737002905e-05,7.962521553039551,glass,1,-10
DRps \textsc{Slope},6.802831052311111e-05,0.1863675117492675,glass,1,-10
DRps \ensuremath{\tt PAS{\text -}IF},4.394962296444807e-05,9.138947248458862,glass,1,-10
IPS-$\lambda$ Original Tuning/Theory,1.4064508678455038e-05,0.0079574584960937,glass,1,-10
IPS-$\lambda$ \ensuremath{\tt OCV_{IPS}},1.3475038572900332e-05,0.7544431686401367,glass,1,-10
IPS-$\lambda$ \ensuremath{\tt OCV_{DR}},2.278670994084109e-05,3.001249313354492,glass,1,-10
IPS-$\lambda$ \textsc{Slope},0.007342000363203,0.0287799835205078,glass,1,-10
IPS-$\lambda$ \ensuremath{\tt PAS{\text -}IF},0.0233077856031532,7.632732391357422,glass,1,-10
GroupIPS \ensuremath{\tt OCV_{IPS}},1.3467066104290836e-05,0.5220699310302734,glass,1,-10
GroupIPS \ensuremath{\tt OCV_{DR}},1.3467066104290836e-05,0.953369140625,glass,1,-10
GroupIPS \textsc{Slope},0.0025722286353191,0.0244431495666503,glass,1,-10
GroupIPS \ensuremath{\tt PAS{\text -}IF},0.0260777463612184,7.180086374282837,glass,1,-10
Everything \ensuremath{\tt OCV_{IPS}},1.3467066104290836e-05,17.59840750694275,glass,1,-10
Everything \ensuremath{\tt OCV_{DR}},0.0002436273221328,40.24986600875855,glass,1,-10
Everything \ensuremath{\tt PAS{\text -}IF},0.0233077856031532,8.31132197380066,glass,1,-10
TruncatedIPS Original Tuning/Theory,0.0067129931086328,0.0017027854919433,glass,0,10
TruncatedIPS \ensuremath{\tt OCV_{IPS}},0.0067129931086328,1.1718459129333496,glass,0,10
TruncatedIPS \ensuremath{\tt OCV_{DR}},0.1452455456249182,2.6555795669555664,glass,0,10
TruncatedIPS \textsc{Slope},0.1577685422153775,0.0059037208557128,glass,0,10
TruncatedIPS \ensuremath{\tt PAS{\text -}IF},0.0781339497334056,6.623081684112549,glass,0,10
\textsc{Switch}-DR Original Tuning/Theory,0.0081252956985275,0.2754876613616943,glass,0,10
\textsc{Switch}-DR \ensuremath{\tt OCV_{IPS}},0.0080092531456537,1.2518110275268557,glass,0,10
\textsc{Switch}-DR \ensuremath{\tt OCV_{DR}},0.0078406737240108,4.817225456237793,glass,0,10
\textsc{Switch}-DR \textsc{Slope},0.0079936624281294,0.0969746112823486,glass,0,10
\textsc{Switch}-DR \ensuremath{\tt PAS{\text -}IF},0.0081252956985275,6.421757459640503,glass,0,10
CAB \ensuremath{\tt OCV_{IPS}},0.0063448310560713,2.2818729877471924,glass,0,10
CAB \ensuremath{\tt OCV_{DR}},0.0065105246024655,3.264706611633301,glass,0,10
CAB \textsc{Slope},0.0066835913288619,0.0466763973236084,glass,0,10
CAB \ensuremath{\tt PAS{\text -}IF},0.0079316008926576,5.037312030792236,glass,0,10
DRos Original Tuning/Theory,0.0087569705545381,0.039191722869873,glass,0,10
DRos \ensuremath{\tt OCV_{IPS}},0.011125476873861,0.3670954704284668,glass,0,10
DRos \ensuremath{\tt OCV_{DR}},0.0079822311708657,2.206725597381592,glass,0,10
DRos \textsc{Slope},0.0079843162254064,0.0556447505950927,glass,0,10
DRos \ensuremath{\tt PAS{\text -}IF},0.0081413924454024,6.462797164916992,glass,0,10
DRps Original Tuning/Theory,0.0086275566342711,0.0755786895751953,glass,0,10
DRps \ensuremath{\tt OCV_{IPS}},0.0104584683958684,0.8326802253723145,glass,0,10
DRps \ensuremath{\tt OCV_{DR}},0.0087822814064847,4.013277530670166,glass,0,10
DRps \textsc{Slope},0.0079953175766373,0.0797035694122314,glass,0,10
DRps \ensuremath{\tt PAS{\text -}IF},0.0104584683958684,8.821145057678223,glass,0,10
IPS-$\lambda$ Original Tuning/Theory,0.0094385480002648,0.0062243938446044,glass,0,10
IPS-$\lambda$ \ensuremath{\tt OCV_{IPS}},0.0325854651095485,0.6067700386047363,glass,0,10
IPS-$\lambda$ \ensuremath{\tt OCV_{DR}},0.1343355639692242,2.982647657394409,glass,0,10
IPS-$\lambda$ \textsc{Slope},0.1214629223229597,0.0645787715911865,glass,0,10
IPS-$\lambda$ \ensuremath{\tt PAS{\text -}IF},0.1214629223229597,7.272807598114014,glass,0,10
GroupIPS \ensuremath{\tt OCV_{IPS}},0.0104658971604916,0.7238869667053223,glass,0,10
GroupIPS \ensuremath{\tt OCV_{DR}},0.0071700347505186,1.2399821281433103,glass,0,10
GroupIPS \textsc{Slope},0.0451569574409867,0.0227961540222167,glass,0,10
GroupIPS \ensuremath{\tt PAS{\text -}IF},0.0451569574409867,7.171254873275757,glass,0,10
Everything \ensuremath{\tt OCV_{IPS}},0.0325854651095485,11.768443822860718,glass,0,10
Everything \ensuremath{\tt OCV_{DR}},0.0104658971604916,30.89390254020691,glass,0,10
Everything \ensuremath{\tt PAS{\text -}IF},0.0972935444178845,10.083897829055786,glass,0,10
TruncatedIPS Original Tuning/Theory,9.141278308590815e-08,0.0013518333435058,glass,0,-10
TruncatedIPS \ensuremath{\tt OCV_{IPS}},2.097607577690496e-05,0.8697512149810791,glass,0,-10
TruncatedIPS \ensuremath{\tt OCV_{DR}},0.0002149827382334,3.359371900558472,glass,0,-10
TruncatedIPS \textsc{Slope},0.0005569225176232,0.0681135654449462,glass,0,-10
TruncatedIPS \ensuremath{\tt PAS{\text -}IF},9.141278308590815e-08,6.238469362258911,glass,0,-10
\textsc{Switch}-DR Original Tuning/Theory,8.765447215087689e-06,0.0265948772430419,glass,0,-10
\textsc{Switch}-DR \ensuremath{\tt OCV_{IPS}},1.5566954220910753e-06,1.156745195388794,glass,0,-10
\textsc{Switch}-DR \ensuremath{\tt OCV_{DR}},1.4761280980815523e-06,3.388010025024414,glass,0,-10
\textsc{Switch}-DR \textsc{Slope},1.890167376373729e-06,0.0789172649383544,glass,0,-10
\textsc{Switch}-DR \ensuremath{\tt PAS{\text -}IF},4.214384964171684e-06,8.519745588302612,glass,0,-10
CAB \ensuremath{\tt OCV_{IPS}},4.9352255532205554e-08,3.1472740173339844,glass,0,-10
CAB \ensuremath{\tt OCV_{DR}},2.4181550639488946e-05,4.181988477706909,glass,0,-10
CAB \textsc{Slope},7.78374010814284e-08,0.0852274894714355,glass,0,-10
CAB \ensuremath{\tt PAS{\text -}IF},5.005480055924293e-08,5.719058275222778,glass,0,-10
DRos Original Tuning/Theory,1.6707158037574863e-06,0.1074733734130859,glass,0,-10
DRos \ensuremath{\tt OCV_{IPS}},7.734384682321829e-07,2.541590929031372,glass,0,-10
DRos \ensuremath{\tt OCV_{DR}},1.9092607694517603e-06,4.466715574264526,glass,0,-10
DRos \textsc{Slope},1.7954738645555162e-06,0.0853583812713623,glass,0,-10
DRos \ensuremath{\tt PAS{\text -}IF},3.9065212143202586e-07,6.676469326019287,glass,0,-10
DRps Original Tuning/Theory,1.210366943397339e-06,0.1560499668121338,glass,0,-10
DRps \ensuremath{\tt OCV_{IPS}},9.078680703880032e-07,2.8986597061157227,glass,0,-10
DRps \ensuremath{\tt OCV_{DR}},7.18918977048536e-08,6.569150447845459,glass,0,-10
DRps \textsc{Slope},1.6522245476653942e-06,0.1905362606048584,glass,0,-10
DRps \ensuremath{\tt PAS{\text -}IF},9.078680703880032e-07,7.72451901435852,glass,0,-10
IPS-$\lambda$ Original Tuning/Theory,3.6900033630443824e-08,0.0058858394622802,glass,0,-10
IPS-$\lambda$ \ensuremath{\tt OCV_{IPS}},9.058214372767527e-08,1.3145127296447754,glass,0,-10
IPS-$\lambda$ \ensuremath{\tt OCV_{DR}},1.0056647086524644e-06,3.716077327728272,glass,0,-10
IPS-$\lambda$ \textsc{Slope},0.0056787917241821,0.040593147277832,glass,0,-10
IPS-$\lambda$ \ensuremath{\tt PAS{\text -}IF},0.0099288610413289,10.096884489059448,glass,0,-10
GroupIPS \ensuremath{\tt OCV_{IPS}},3.222112218430431e-08,0.5167012214660645,glass,0,-10
GroupIPS \ensuremath{\tt OCV_{DR}},0.003811461878656,0.7624650001525879,glass,0,-10
GroupIPS \textsc{Slope},0.0035354718897118,0.0153200626373291,glass,0,-10
GroupIPS \ensuremath{\tt PAS{\text -}IF},0.0035354718897118,7.030531406402588,glass,0,-10
Everything \ensuremath{\tt OCV_{IPS}},9.141278308590815e-08,12.46772813796997,glass,0,-10
Everything \ensuremath{\tt OCV_{DR}},0.0005813175776722,35.68052053451538,glass,0,-10
Everything \ensuremath{\tt PAS{\text -}IF},0.0089859779496958,9.294415473937988,glass,0,-10
TruncatedIPS Original Tuning/Theory,3.393527663403983e-05,0.0024540424346923,glass,-1,10
TruncatedIPS \ensuremath{\tt OCV_{IPS}},0.00299742910567,1.1425626277923584,glass,-1,10
TruncatedIPS \ensuremath{\tt OCV_{DR}},0.1636615572370749,3.190143823623657,glass,-1,10
TruncatedIPS \textsc{Slope},0.1636615572370749,0.0198066234588623,glass,-1,10
TruncatedIPS \ensuremath{\tt PAS{\text -}IF},0.098754324442425,7.475813150405884,glass,-1,10
\textsc{Switch}-DR Original Tuning/Theory,0.0006778078565654,0.1297888755798339,glass,-1,10
\textsc{Switch}-DR \ensuremath{\tt OCV_{IPS}},0.0005080884027371,1.4938304424285889,glass,-1,10
\textsc{Switch}-DR \ensuremath{\tt OCV_{DR}},0.0005258968139445,5.80359673500061,glass,-1,10
\textsc{Switch}-DR \textsc{Slope},0.0005187103072637,0.1484949588775634,glass,-1,10
\textsc{Switch}-DR \ensuremath{\tt PAS{\text -}IF},0.0006778078565654,9.697105169296265,glass,-1,10
CAB \ensuremath{\tt OCV_{IPS}},0.0041927922923284,3.062859535217285,glass,-1,10
CAB \ensuremath{\tt OCV_{DR}},0.0054766593657076,4.302640199661255,glass,-1,10
CAB \textsc{Slope},0.005620242776134,0.0862364768981933,glass,-1,10
CAB \ensuremath{\tt PAS{\text -}IF},0.0008036560347428,9.86298942565918,glass,-1,10
DRos Original Tuning/Theory,0.0006047995211066,0.1194415092468261,glass,-1,10
DRos \ensuremath{\tt OCV_{IPS}},0.0005180577635742,1.203878402709961,glass,-1,10
DRos \ensuremath{\tt OCV_{DR}},0.0005183013393313,5.439062833786011,glass,-1,10
DRos \textsc{Slope},0.0005180480559158,0.0794479846954345,glass,-1,10
DRos \ensuremath{\tt PAS{\text -}IF},0.0009055534422551,7.353391647338867,glass,-1,10
DRps Original Tuning/Theory,0.0005955426511653,0.0368983745574951,glass,-1,10
DRps \ensuremath{\tt OCV_{IPS}},0.0006533385454089,0.3327391147613525,glass,-1,10
DRps \ensuremath{\tt OCV_{DR}},0.0005332794153206,1.425459861755371,glass,-1,10
DRps \textsc{Slope},0.0005232684016202,0.029078722000122,glass,-1,10
DRps \ensuremath{\tt PAS{\text -}IF},0.0005446834200379,7.035448312759399,glass,-1,10
IPS-$\lambda$ Original Tuning/Theory,0.0021497271305209,0.006540298461914,glass,-1,10
IPS-$\lambda$ \ensuremath{\tt OCV_{IPS}},0.0214588638874409,0.8968756198883057,glass,-1,10
IPS-$\lambda$ \ensuremath{\tt OCV_{DR}},0.0051536206503549,3.5617434978485107,glass,-1,10
IPS-$\lambda$ \textsc{Slope},0.1418469623730981,0.1180713176727294,glass,-1,10
IPS-$\lambda$ \ensuremath{\tt PAS{\text -}IF},0.1188895856447505,7.342761516571045,glass,-1,10
GroupIPS \ensuremath{\tt OCV_{IPS}},0.0141421845262259,0.3844239711761474,glass,-1,10
GroupIPS \ensuremath{\tt OCV_{DR}},0.1288385745419798,0.7815806865692139,glass,-1,10
GroupIPS \textsc{Slope},0.1410901920562196,0.0290141105651855,glass,-1,10
GroupIPS \ensuremath{\tt PAS{\text -}IF},0.1410901920562196,8.330787420272827,glass,-1,10
Everything \ensuremath{\tt OCV_{IPS}},0.0054528008210536,10.966061115264893,glass,-1,10
Everything \ensuremath{\tt OCV_{DR}},0.0005617500607575,28.82988786697388,glass,-1,10
Everything \ensuremath{\tt PAS{\text -}IF},0.1459060427363431,8.753287076950073,glass,-1,10
TruncatedIPS Original Tuning/Theory,2.1458948736366173e-06,0.0006260871887207,glass,-1,-10
TruncatedIPS \ensuremath{\tt OCV_{IPS}},2.791864045262506e-05,0.50539231300354,glass,-1,-10
TruncatedIPS \ensuremath{\tt OCV_{DR}},0.0005920442873213,2.470592737197876,glass,-1,-10
TruncatedIPS \textsc{Slope},0.0005816408048561,0.0454435348510742,glass,-1,-10
TruncatedIPS \ensuremath{\tt PAS{\text -}IF},2.1458948736366173e-06,8.193283319473267,glass,-1,-10
\textsc{Switch}-DR Original Tuning/Theory,6.447554083688791e-06,0.1383528709411621,glass,-1,-10
\textsc{Switch}-DR \ensuremath{\tt OCV_{IPS}},5.814403145006075e-06,3.133678913116455,glass,-1,-10
\textsc{Switch}-DR \ensuremath{\tt OCV_{DR}},7.848467380829532e-05,4.745903253555298,glass,-1,-10
\textsc{Switch}-DR \textsc{Slope},5.526607968852856e-06,0.1124272346496582,glass,-1,-10
\textsc{Switch}-DR \ensuremath{\tt PAS{\text -}IF},8.264883075935502e-08,8.734160900115967,glass,-1,-10
