Estimator,MSE,seconds,regret,dataset.eval_model_split
IPS,0.0010413035625522,0.0004119873046875,0.0,200
DM,0.0420116652168183,0.0108468532562255,0.0409703616542661,200
DR,0.0416896998184716,0.0007562637329101,0.0406483962559193,200
\ensuremath{\tt OCV_{IPS}},0.0010413035625522,0.0770974159240722,0.0,200
\ensuremath{\tt OCV_{DR}},0.0420116652168183,0.1712501049041748,0.0409703616542661,200
\textsc{Slope},0.0010413035625522,0.0048828125,0.0,200
\ensuremath{\tt PAS{\text -}IF},0.0420116652168183,4.992940902709961,0.0409703616542661,200
IPS,1.8979599476893428e-05,0.000518798828125,0.0,500
DM,0.0015641834719659,0.0035295486450195,0.001545203872489,500
DR,0.0002631784934762,0.0009584426879882,0.0002441988939993,500
\ensuremath{\tt OCV_{IPS}},1.8979599476893428e-05,0.0828340053558349,0.0,500
\ensuremath{\tt OCV_{DR}},1.8979599476893428e-05,0.1923837661743164,0.0,500
\textsc{Slope},0.0002631784934762,0.0052101612091064,0.0002441988939993,500
\ensuremath{\tt PAS{\text -}IF},0.0015641834719659,5.912705659866333,0.001545203872489,500
IPS,1.0957411919831944e-05,0.0007340908050537,1.3648570542339665e-06,1000
DM,0.0014171445468559,0.0038228034973144,0.0014075519919903,1000
DR,9.592554865597978e-06,0.0012786388397216,0.0,1000
\ensuremath{\tt OCV_{IPS}},1.0957411919831944e-05,0.1202867031097412,1.3648570542339665e-06,1000
\ensuremath{\tt OCV_{DR}},1.0957411919831944e-05,0.1861960887908935,1.3648570542339665e-06,1000
\textsc{Slope},9.592554865597978e-06,0.0069835186004638,0.0,1000
\ensuremath{\tt PAS{\text -}IF},0.0014171445468559,7.575634956359863,0.0014075519919903,1000
IPS,2.9889992481226737e-08,0.0012218952178955,0.0,2000
DM,0.0022678045284019,0.0051243305206298,0.0022677746384094,2000
DR,5.307697494661379e-05,0.0020136833190917,5.304708495413256e-05,2000
\ensuremath{\tt OCV_{IPS}},2.9889992481226737e-08,0.1301112174987793,0.0,2000
\ensuremath{\tt OCV_{DR}},2.9889992481226737e-08,0.2359604835510254,0.0,2000
\textsc{Slope},5.307697494661379e-05,0.0113751888275146,5.304708495413256e-05,2000
\ensuremath{\tt PAS{\text -}IF},0.0022678045284019,10.391222715377808,0.0022677746384094,2000
IPS,1.2069971933987644e-06,0.002601146697998,5.019565065946847e-07,5000
DM,0.0017944794951356,0.0086383819580078,0.0017937744544488,5000
DR,7.050406868040797e-07,0.0042574405670166,0.0,5000
\ensuremath{\tt OCV_{IPS}},1.2069971933987644e-06,0.2634387016296386,5.019565065946847e-07,5000
\ensuremath{\tt OCV_{DR}},1.2069971933987644e-06,0.3944840431213379,5.019565065946847e-07,5000
\textsc{Slope},7.050406868040797e-07,0.023902416229248,0.0,5000
\ensuremath{\tt PAS{\text -}IF},0.0017944794951356,13.431373596191406,0.0017937744544488,5000
IPS,0.0005842356061422,0.0002849102020263,0.0001564127567011,10
DM,0.0004278228494411,0.0012016296386718,0.0,10
DR,0.0004282482094283,0.0004153251647949,4.253599871786537e-07,10
\ensuremath{\tt OCV_{IPS}},0.0005842356061422,0.0258781909942626,0.0001564127567011,10
\ensuremath{\tt OCV_{DR}},0.0005842356061422,0.0347082614898681,0.0001564127567011,10
\textsc{Slope},0.0004278228494411,0.0022807121276855,0.0,10
\ensuremath{\tt PAS{\text -}IF},0.0005842356061422,4.216256380081177,0.0001564127567011,10
IPS,0.0002003020846755,0.0005800724029541,1.1114224327343948e-05,20
DM,0.0001895628326038,0.0017898082733154,3.749722556818408e-07,20
DR,0.0001891878603481,0.0007061958312988,0.0,20
\ensuremath{\tt OCV_{IPS}},0.0002003020846755,0.0758187770843505,1.1114224327343948e-05,20
\ensuremath{\tt OCV_{DR}},0.0002003020846755,0.1315083503723144,1.1114224327343948e-05,20
\textsc{Slope},0.0001895628326038,0.0045344829559326,3.749722556818408e-07,20
\ensuremath{\tt PAS{\text -}IF},0.0002003020846755,4.586529493331909,1.1114224327343948e-05,20
IPS,0.0005085937189184,0.0003528594970703,0.0,50
DM,0.0229674703640165,0.0024750232696533,0.0224588766450981,50
DR,0.0229630718852087,0.0006206035614013,0.0224544781662903,50
\ensuremath{\tt OCV_{IPS}},0.0005085937189184,0.0377092361450195,0.0,50
\ensuremath{\tt OCV_{DR}},0.0229630718852087,0.1034193038940429,0.0224544781662903,50
\textsc{Slope},0.0005085937189184,0.002770185470581,0.0,50
\ensuremath{\tt PAS{\text -}IF},0.0229674703640165,3.686818838119507,0.0224588766450981,50
IPS,0.0002010885208645,0.0006115436553955,0.0,100
DM,0.000782559072309,0.0087323188781738,0.0005814705514444,100
DR,0.00078819302523,0.000995397567749,0.0005871045043654,100
\ensuremath{\tt OCV_{IPS}},0.0002010885208645,0.1467103958129882,0.0,100
\ensuremath{\tt OCV_{DR}},0.0002010885208645,0.4230070114135742,0.0,100
\textsc{Slope},0.000782559072309,0.0144190788269042,0.0005814705514444,100
\ensuremath{\tt PAS{\text -}IF},0.000782559072309,4.883318185806274,0.0005814705514444,100
IPS,0.0003207745520677,0.0004200935363769,0.0,200
DM,0.0116201535437468,0.0032567977905273,0.011299378991679,200
DR,0.0118554950463602,0.0007781982421875,0.0115347204942925,200
\ensuremath{\tt OCV_{IPS}},0.0003207745520677,0.0842182636260986,0.0,200
\ensuremath{\tt OCV_{DR}},0.0116201535437468,0.1470012664794922,0.011299378991679,200
\textsc{Slope},0.0003207745520677,0.0026478767395019,0.0,200
\ensuremath{\tt PAS{\text -}IF},0.0003207745520677,4.908313989639282,0.0,200
IPS,8.15508913128029e-07,0.0005967617034912,0.0,500
DM,0.0014215814240694,0.0036795139312744,0.0014207659151563,500
DR,0.0001235503818559,0.0010175704956054,0.0001227348729428,500
\ensuremath{\tt OCV_{IPS}},8.15508913128029e-07,0.0892422199249267,0.0,500
\ensuremath{\tt OCV_{DR}},8.15508913128029e-07,0.1782386302947998,0.0,500
\textsc{Slope},0.0001235503818559,0.0055437088012695,0.0001227348729428,500
\ensuremath{\tt PAS{\text -}IF},0.0014215814240694,5.902050971984863,0.0014207659151563,500
IPS,1.239288120829051e-07,0.0007622241973876,0.0,1000
DM,0.0033119234712115,0.0040376186370849,0.0033117995423994,1000
DR,0.0006948598742407,0.0013103485107421,0.0006947359454286,1000
\ensuremath{\tt OCV_{IPS}},1.239288120829051e-07,0.1045339107513427,0.0,1000
\ensuremath{\tt OCV_{DR}},0.0006948598742407,0.1927852630615234,0.0006947359454286,1000
\textsc{Slope},0.0006948598742407,0.0073244571685791,0.0006947359454286,1000
\ensuremath{\tt PAS{\text -}IF},0.0033119234712115,8.957893133163452,0.0033117995423994,1000
IPS,2.6915591541423397e-06,0.0011615753173828,0.0,2000
DM,0.0024746742877136,0.00482177734375,0.0024719827285594,2000
DR,5.201995018734456e-05,0.0020298957824707,4.932839103320222e-05,2000
\ensuremath{\tt OCV_{IPS}},5.201995018734456e-05,0.1233978271484375,4.932839103320222e-05,2000
\ensuremath{\tt OCV_{DR}},5.201995018734456e-05,0.2365105152130127,4.932839103320222e-05,2000
\textsc{Slope},5.201995018734456e-05,0.0110330581665039,4.932839103320222e-05,2000
\ensuremath{\tt PAS{\text -}IF},0.0024746742877136,10.63044548034668,0.0024719827285594,2000
IPS,2.620329993240907e-07,0.0026752948760986,0.0,5000
DM,0.0020964988383108,0.0208585262298584,0.0020962368053115,5000
DR,4.0083049926737646e-05,0.0109915733337402,3.982101692741356e-05,5000
\ensuremath{\tt OCV_{IPS}},2.620329993240907e-07,0.2439720630645752,0.0,5000
\ensuremath{\tt OCV_{DR}},2.620329993240907e-07,0.4794352054595947,0.0,5000
\textsc{Slope},4.0083049926737646e-05,0.0238814353942871,3.982101692741356e-05,5000
\ensuremath{\tt PAS{\text -}IF},0.0020964988383108,15.856863975524902,0.0020962368053115,5000
IPS,0.0011158691890723,0.0002870559692382,0.0,10
DM,0.019049420587343,0.0012352466583251,0.0179335513982706,10
DR,0.019047715175391,0.0004172325134277,0.0179318459863187,10
\ensuremath{\tt OCV_{IPS}},0.019047715175391,0.0177996158599853,0.0179318459863187,10
\ensuremath{\tt OCV_{DR}},0.0011158691890723,0.0317664146423339,0.0,10
\textsc{Slope},0.019049420587343,0.0021202564239501,0.0179335513982706,10
\ensuremath{\tt PAS{\text -}IF},0.0011158691890723,4.4573845863342285,0.0,10
IPS,2.1984924021424266e-07,0.0003025531768798,0.0,20
DM,0.0021179534282839,0.0019721984863281,0.0021177335790437,20
DR,0.002118819060392,0.0004959106445312,0.0021185992111518,20
\ensuremath{\tt OCV_{IPS}},2.1984924021424266e-07,0.0213546752929687,0.0,20
\ensuremath{\tt OCV_{DR}},2.1984924021424266e-07,0.056950569152832,0.0,20
\textsc{Slope},0.0021179534282839,0.002591848373413,0.0021177335790437,20
\ensuremath{\tt PAS{\text -}IF},2.1984924021424266e-07,4.239133834838867,0.0,20
IPS,0.0013686040877146,0.0003271102905273,0.0,50
DM,0.0371919156876884,0.0030808448791503,0.0358233115999737,50
DR,0.0371810123626387,0.0006778240203857,0.0358124082749241,50
\ensuremath{\tt OCV_{IPS}},0.0013686040877146,0.0568811893463134,0.0,50
\ensuremath{\tt OCV_{DR}},0.0371810123626387,0.1490063667297363,0.0358124082749241,50
\textsc{Slope},0.0013686040877146,0.0022318363189697,0.0,50
\ensuremath{\tt PAS{\text -}IF},0.0371919156876884,5.099864482879639,0.0358233115999737,50
IPS,0.0020963895017237,0.0004229545593261,0.0007408029672521,100
DM,0.0013607991478375,0.0037336349487304,5.212613365985922e-06,100
DR,0.0013555865344715,0.0008647441864013,0.0,100
\ensuremath{\tt OCV_{IPS}},0.0020963895017237,0.0869286060333252,0.0007408029672521,100
\ensuremath{\tt OCV_{DR}},0.0020963895017237,0.2017116546630859,0.0007408029672521,100
\textsc{Slope},0.0013607991478375,0.0044882297515869,5.212613365985922e-06,100
\ensuremath{\tt PAS{\text -}IF},0.0020963895017237,3.8993337154388423,0.0007408029672521,100
IPS,6.030409790218245e-05,0.0121057033538818,0.0,200
DM,0.0027223913006034,0.0031647682189941,0.0026620872027013,200
DR,0.0026954538800399,0.0007491111755371,0.0026351497821377,200
\ensuremath{\tt OCV_{IPS}},6.030409790218245e-05,0.2166850566864013,0.0,200
\ensuremath{\tt OCV_{DR}},6.030409790218245e-05,0.468747615814209,0.0,200
\textsc{Slope},0.0027223913006034,0.0227580070495605,0.0026620872027013,200
\ensuremath{\tt PAS{\text -}IF},0.0027223913006034,4.810734748840332,0.0026620872027013,200
IPS,5.422832244738721e-05,0.0008444786071777,0.0,500
DM,0.0033839440036196,0.0063328742980957,0.0033297156811722,500
DR,0.0012976716182567,0.001253604888916,0.0012434432958093,500
\ensuremath{\tt OCV_{IPS}},5.422832244738721e-05,0.1691598892211914,0.0,500
\ensuremath{\tt OCV_{DR}},0.0033839440036196,0.3446831703186035,0.0033297156811722,500
\textsc{Slope},5.422832244738721e-05,0.0065515041351318,0.0,500
\ensuremath{\tt PAS{\text -}IF},0.0033839440036196,6.590508222579956,0.0033297156811722,500
IPS,1.1393338691609446e-05,0.0011837482452392,0.0,1000
DM,0.0020595632394221,0.0117449760437011,0.0020481699007305,1000
DR,0.0001351482586836,0.0017006397247314,0.000123754919992,1000
\ensuremath{\tt OCV_{IPS}},1.1393338691609446e-05,0.3982353210449219,0.0,1000
\ensuremath{\tt OCV_{DR}},1.1393338691609446e-05,0.6101832389831543,0.0,1000
\textsc{Slope},0.0001351482586836,0.0206694602966308,0.000123754919992,1000
\ensuremath{\tt PAS{\text -}IF},0.0020595632394221,9.604287147521973,0.0020481699007305,1000
IPS,3.126868769603226e-05,0.0136134624481201,0.0,2000
DM,0.0021626057285409,0.0193030834197998,0.0021313370408448,2000
DR,5.725085213612368e-05,0.0048799514770507,2.5982164440091416e-05,2000
\ensuremath{\tt OCV_{IPS}},3.126868769603226e-05,0.2418794631958007,0.0,2000
\ensuremath{\tt OCV_{DR}},5.725085213612368e-05,0.2802462577819824,2.5982164440091416e-05,2000
\textsc{Slope},5.725085213612368e-05,0.012364387512207,2.5982164440091416e-05,2000
\ensuremath{\tt PAS{\text -}IF},0.0021626057285409,10.275110960006714,0.0021313370408448,2000
IPS,1.2036430499409964e-05,0.0025210380554199,1.1794763259978596e-05,5000
DM,0.0019284409821524,0.0087499618530273,0.001928199314913,5000
DR,2.416672394313664e-07,0.0041024684906005,0.0,5000
\ensuremath{\tt OCV_{IPS}},1.2036430499409964e-05,0.2034132480621338,1.1794763259978596e-05,5000
\ensuremath{\tt OCV_{DR}},2.416672394313664e-07,0.3844509124755859,0.0,5000
\textsc{Slope},2.416672394313664e-07,0.0228910446166992,0.0,5000
\ensuremath{\tt PAS{\text -}IF},0.0019284409821524,17.63343596458435,0.001928199314913,5000
IPS,0.0119049196742052,0.0005300045013427,0.0,10
DM,0.0480909900774039,0.0016193389892578,0.0361860704031986,10
DR,0.0480861258915624,0.0006628036499023,0.0361812062173571,10
\ensuremath{\tt OCV_{IPS}},0.0119049196742052,0.0665774345397949,0.0,10
\ensuremath{\tt OCV_{DR}},0.0480909900774039,0.0864107608795166,0.0361860704031986,10
\textsc{Slope},0.0480909900774039,0.0043113231658935,0.0361860704031986,10
\ensuremath{\tt PAS{\text -}IF},0.0480909900774039,2.330262899398804,0.0361860704031986,10
IPS,0.007541349124791,0.0003180503845214,0.0034122889357532,20
DM,0.0041290601890377,0.0026066303253173,0.0,20
DR,0.0041300849442396,0.0005800724029541,1.0247552019327505e-06,20
\ensuremath{\tt OCV_{IPS}},0.007541349124791,0.0310568809509277,0.0034122889357532,20
\ensuremath{\tt OCV_{DR}},0.007541349124791,0.0690362453460693,0.0034122889357532,20
\textsc{Slope},0.0041290601890377,0.0034229755401611,0.0,20
\ensuremath{\tt PAS{\text -}IF},0.007541349124791,4.745532751083374,0.0034122889357532,20
IPS,0.001283738132399,0.000633955001831,0.0,50
DM,0.0081851445700103,0.0021431446075439,0.0069014064376113,50
DR,0.0081830599901175,0.0007827281951904,0.0068993218577184,50
\ensuremath{\tt OCV_{IPS}},0.001283738132399,0.0977578163146972,0.0,50
\ensuremath{\tt OCV_{DR}},0.0081851445700103,0.1698987483978271,0.0069014064376113,50
\textsc{Slope},0.001283738132399,0.0040943622589111,0.0,50
\ensuremath{\tt PAS{\text -}IF},0.0081830599901175,3.709330320358277,0.0068993218577184,50
IPS,3.431507547421041e-12,0.0003283023834228,0.0,100
DM,0.0015443747946328,0.0030055046081542,0.0015443747912013,100
DR,0.001538805201396,0.024446964263916,0.0015388051979645,100
\ensuremath{\tt OCV_{IPS}},3.431507547421041e-12,0.0625147819519043,0.0,100
\ensuremath{\tt OCV_{DR}},0.0015443747946328,0.1373414993286132,0.0015443747912013,100
\textsc{Slope},0.0015443747946328,0.0034985542297363,0.0015443747912013,100
\ensuremath{\tt PAS{\text -}IF},0.0015443747946328,4.421851396560669,0.0015443747912013,100
IPS,0.0005113008202692,0.0003783702850341,0.0,200
DM,0.0022301896251434,0.0031726360321044,0.0017188888048741,200
DR,0.0021682310969425,0.0008995532989501,0.0016569302766732,200
\ensuremath{\tt OCV_{IPS}},0.0005113008202692,0.0793251991271972,0.0,200
\ensuremath{\tt OCV_{DR}},0.0022301896251434,0.1519691944122314,0.0017188888048741,200
\textsc{Slope},0.0022301896251434,0.0038979053497314,0.0017188888048741,200
\ensuremath{\tt PAS{\text -}IF},0.0021682310969425,4.27290678024292,0.0016569302766732,200
IPS,6.329551230354899e-05,0.0005531311035156,2.570493321895787e-05,500
DM,0.0010084933314552,0.0036134719848632,0.0009709027523706,500
DR,3.759057908459112e-05,0.0009984970092773,0.0,500
\ensuremath{\tt OCV_{IPS}},6.329551230354899e-05,0.0905797481536865,2.570493321895787e-05,500
\ensuremath{\tt OCV_{DR}},6.329551230354899e-05,0.1767840385437011,2.570493321895787e-05,500
\textsc{Slope},3.759057908459112e-05,0.0058116912841796,0.0,500
\ensuremath{\tt PAS{\text -}IF},0.0010084933314552,5.396318674087524,0.0009709027523706,500
IPS,1.5899452989454336e-06,0.000727891921997,0.0,1000
DM,0.001389359338,0.003847599029541,0.0013877693927011,1000
DR,8.398845459170143e-06,0.0012919902801513,6.80890016022471e-06,1000
\ensuremath{\tt OCV_{IPS}},1.5899452989454336e-06,0.1930081844329834,0.0,1000
\ensuremath{\tt OCV_{DR}},1.5899452989454336e-06,0.1967873573303222,0.0,1000
\textsc{Slope},8.398845459170143e-06,0.0070478916168212,6.80890016022471e-06,1000
\ensuremath{\tt PAS{\text -}IF},0.001389359338,9.79646921157837,0.0013877693927011,1000
IPS,1.9088254473710832e-05,0.001918077468872,0.0,2000
DM,0.0026981329662534,0.0090596675872802,0.0026790447117797,2000
DR,0.0001951034846624,0.0027461051940917,0.0001760152301887,2000
\ensuremath{\tt OCV_{IPS}},1.9088254473710832e-05,0.2499692440032959,0.0,2000
\ensuremath{\tt OCV_{DR}},0.0001951034846624,0.461247444152832,0.0001760152301887,2000
\textsc{Slope},0.0001951034846624,0.0218970775604248,0.0001760152301887,2000
\ensuremath{\tt PAS{\text -}IF},0.0026981329662534,9.939561605453491,0.0026790447117797,2000
IPS,8.966641771875692e-06,0.0039248466491699,0.0,5000
DM,0.002655894151548,0.03035569190979,0.0026469275097761,5000
DR,1.9943767727653035e-05,0.0056416988372802,1.0977125955777345e-05,5000
\ensuremath{\tt OCV_{IPS}},8.966641771875692e-06,0.7397007942199707,0.0,5000
\ensuremath{\tt OCV_{DR}},8.966641771875692e-06,0.7575531005859375,0.0,5000
\textsc{Slope},1.9943767727653035e-05,0.0502481460571289,1.0977125955777345e-05,5000
\ensuremath{\tt PAS{\text -}IF},0.002655894151548,17.60816192626953,0.0026469275097761,5000
IPS,0.0006923023933241,0.0005326271057128,0.0,10
DM,0.0022012934344294,0.0016555786132812,0.0015089910411053,10
DR,0.0022023358369843,0.0006825923919677,0.0015100334436602,10
\ensuremath{\tt OCV_{IPS}},0.0006923023933241,0.0411851406097412,0.0,10
\ensuremath{\tt OCV_{DR}},0.0006923023933241,0.0703089237213134,0.0,10
\textsc{Slope},0.0022012934344294,0.0045797824859619,0.0015089910411053,10
\ensuremath{\tt PAS{\text -}IF},0.0006923023933241,4.6358819007873535,0.0,10
IPS,0.0005408678101665,0.0003437995910644,0.0,20
DM,0.0282822641177798,0.0016686916351318,0.0277413963076132,20
DR,0.0282792307443737,0.0005309581756591,0.0277383629342072,20
\ensuremath{\tt OCV_{IPS}},0.0005408678101665,0.0286250114440917,0.0,20
\ensuremath{\tt OCV_{DR}},0.0005408678101665,0.0532000064849853,0.0,20
\textsc{Slope},0.0005408678101665,0.0018801689147949,0.0,20
\ensuremath{\tt PAS{\text -}IF},0.0282792307443737,3.394477605819702,0.0277383629342072,20
IPS,0.0002833052194661,0.0003433227539062,0.0,50
DM,0.0146987714336163,0.0024900436401367,0.0144154662141502,50
DR,0.0146933201212421,0.0006234645843505,0.014410014901776,50
\ensuremath{\tt OCV_{IPS}},0.0002833052194661,0.054389476776123,0.0,50
\ensuremath{\tt OCV_{DR}},0.0002833052194661,0.1218736171722412,0.0,50
\textsc{Slope},0.0002833052194661,0.0022993087768554,0.0,50
\ensuremath{\tt PAS{\text -}IF},0.0146933201212421,3.6036858558654794,0.014410014901776,50
IPS,0.0003324952107779,0.0004820823669433,0.0,100
DM,0.0057407608213215,0.0032572746276855,0.0054082656105436,100
DR,0.0057350800301967,0.0007052421569824,0.0054025848194188,100
\ensuremath{\tt OCV_{IPS}},0.0003324952107779,0.0806047916412353,0.0,100
\ensuremath{\tt OCV_{DR}},0.0057407608213215,0.1727583408355713,0.0054082656105436,100
\textsc{Slope},0.0057407608213215,0.0040729045867919,0.0054082656105436,100
\ensuremath{\tt PAS{\text -}IF},0.0057407608213215,4.816422939300537,0.0054082656105436,100
IPS,1.1706808777480858e-06,0.0004999637603759,0.0,200
DM,0.0012886938211445,0.0040564537048339,0.0012875231402667,200
DR,0.0012266200655221,0.0009608268737792,0.0012254493846443,200
\ensuremath{\tt OCV_{IPS}},1.1706808777480858e-06,0.0988285541534423,0.0,200
\ensuremath{\tt OCV_{DR}},1.1706808777480858e-06,0.1893653869628906,0.0,200
\textsc{Slope},0.0012886938211445,0.0048878192901611,0.0012875231402667,200
\ensuremath{\tt PAS{\text -}IF},0.0012886938211445,4.490628957748413,0.0012875231402667,200
IPS,9.593228827423989e-06,0.0008885860443115,0.0,500
DM,0.002654825811972,0.0067255496978759,0.0026452325831446,500
DR,0.0007505708916226,0.0014362335205078,0.0007409776627952,500
\ensuremath{\tt OCV_{IPS}},9.593228827423989e-06,0.2067091464996338,0.0,500
\ensuremath{\tt OCV_{DR}},9.593228827423989e-06,0.3832921981811523,0.0,500
\textsc{Slope},0.0007505708916226,0.0111868381500244,0.0007409776627952,500
\ensuremath{\tt PAS{\text -}IF},0.002654825811972,5.971740961074829,0.0026452325831446,500
IPS,3.584912127460721e-06,0.0007574558258056,0.0,1000
DM,0.0025446845158277,0.0042195320129394,0.0025410996037002,1000
DR,0.000232292060887,0.0016429424285888,0.0002287071487595,1000
\ensuremath{\tt OCV_{IPS}},3.584912127460721e-06,0.1054401397705078,0.0,1000
\ensuremath{\tt OCV_{DR}},0.000232292060887,0.2010233402252197,0.0002287071487595,1000
\textsc{Slope},0.000232292060887,0.0079996585845947,0.0002287071487595,1000
\ensuremath{\tt PAS{\text -}IF},0.0025446845158277,7.856937885284424,0.0025410996037002,1000
IPS,2.814268884386144e-05,0.0011641979217529,0.0,2000
DM,0.0034737129480501,0.0048220157623291,0.0034455702592063,2000
DR,0.0004292523633218,0.0020773410797119,0.000401109674478,2000
\ensuremath{\tt OCV_{IPS}},2.814268884386144e-05,0.1329362392425537,0.0,2000
\ensuremath{\tt OCV_{DR}},0.0004292523633218,0.2236585617065429,0.000401109674478,2000
\textsc{Slope},0.0004292523633218,0.0108025074005126,0.000401109674478,2000
\ensuremath{\tt PAS{\text -}IF},0.0034737129480501,9.120955228805542,0.0034455702592063,2000
IPS,3.317492146157718e-05,0.002537727355957,0.0,5000
DM,0.0013425710346906,0.0090417861938476,0.001309396113229,5000
DR,3.49864097565217e-05,0.0041453838348388,1.8114882949445244e-06,5000
\ensuremath{\tt OCV_{IPS}},3.49864097565217e-05,0.2267143726348877,1.8114882949445244e-06,5000
\ensuremath{\tt OCV_{DR}},3.317492146157718e-05,0.3669071197509765,0.0,5000
\textsc{Slope},3.49864097565217e-05,0.0245046615600585,1.8114882949445244e-06,5000
\ensuremath{\tt PAS{\text -}IF},0.0013425710346906,13.789272546768188,0.001309396113229,5000
IPS,6.596730334887308e-05,0.0002880096435546,0.0,10
DM,0.0142845170540669,0.0007779598236083,0.014218549750718,10
DR,0.0142843000781115,0.000380516052246,0.0142183327747626,10
\ensuremath{\tt OCV_{IPS}},6.596730334887308e-05,0.0197722911834716,0.0,10
\ensuremath{\tt OCV_{DR}},0.0142843000781115,0.0241830348968505,0.0142183327747626,10
\textsc{Slope},0.0142845170540669,0.0259516239166259,0.014218549750718,10
\ensuremath{\tt PAS{\text -}IF},0.0142845170540669,3.133953094482422,0.014218549750718,10
IPS,0.0011665233051875,0.0003433227539062,0.0,20
DM,0.006929080606014,0.0016579627990722,0.0057625573008264,20
DR,0.0069283718086707,0.000533103942871,0.0057618485034831,20
\ensuremath{\tt OCV_{IPS}},0.0011665233051875,0.0392441749572753,0.0,20
\ensuremath{\tt OCV_{DR}},0.0069283718086707,0.0577456951141357,0.0057618485034831,20
\textsc{Slope},0.0011665233051875,0.0020272731781005,0.0,20
\ensuremath{\tt PAS{\text -}IF},0.0069283718086707,2.9431934356689453,0.0057618485034831,20
IPS,0.0002472094124384,0.000584602355957,0.0,50
DM,0.0224103900801512,0.0025711059570312,0.0221631806677127,50
DR,0.0224066070022323,0.0008370876312255,0.0221593975897939,50
\ensuremath{\tt OCV_{IPS}},0.0002472094124384,0.1120557785034179,0.0,50
\ensuremath{\tt OCV_{DR}},0.0224066070022323,0.2263264656066894,0.0221593975897939,50
\textsc{Slope},0.0002472094124384,0.0045900344848632,0.0,50
\ensuremath{\tt PAS{\text -}IF},0.0224103900801512,3.6533257961273193,0.0221631806677127,50
IPS,0.0001993884031862,0.0003786087036132,0.0,100
DM,0.0002403204829404,0.0026929378509521,4.093207975420181e-05,100
DR,0.0002370640305892,0.0006732940673828,3.767562740300144e-05,100
\ensuremath{\tt OCV_{IPS}},0.0001993884031862,0.0663988590240478,0.0,100
\ensuremath{\tt OCV_{DR}},0.0001993884031862,0.1295752525329589,0.0,100
\textsc{Slope},0.0002403204829404,0.0035212039947509,4.093207975420181e-05,100
\ensuremath{\tt PAS{\text -}IF},0.0002403204829404,3.711166858673096,4.093207975420181e-05,100
IPS,8.664949692670549e-06,0.0008642673492431,0.0,200
DM,0.0136473836350984,0.0072226524353027,0.0136387186854057,200
DR,0.0116004163204703,0.0007603168487548,0.0115917513707776,200
\ensuremath{\tt OCV_{IPS}},8.664949692670549e-06,0.0998985767364502,0.0,200
\ensuremath{\tt OCV_{DR}},0.0116004163204703,0.1883809566497802,0.0115917513707776,200
\textsc{Slope},8.664949692670549e-06,0.0037417411804199,0.0,200
\ensuremath{\tt PAS{\text -}IF},0.0136473836350984,4.114875078201294,0.0136387186854057,200
IPS,0.0002412351223972,0.0005323886871337,0.0,500
DM,0.0022785316678768,0.0160179138183593,0.0020372965454795,500
DR,0.0006156825715095,0.0009732246398925,0.0003744474491123,500
\ensuremath{\tt OCV_{IPS}},0.0002412351223972,0.2678122520446777,0.0,500
\ensuremath{\tt OCV_{DR}},0.0022785316678768,0.3990538120269775,0.0020372965454795,500
\textsc{Slope},0.0002412351223972,0.0063176155090332,0.0,500
\ensuremath{\tt PAS{\text -}IF},0.0022785316678768,5.6135029792785645,0.0020372965454795,500
IPS,1.0901364442819311e-05,0.0011780261993408,0.0,1000
DM,0.0008920485254331,0.0072641372680664,0.0008811471609903,1000
DR,0.0001318779408952,0.0017144680023193,0.0001209765764524,1000
\ensuremath{\tt OCV_{IPS}},1.0901364442819311e-05,0.2065362930297851,0.0,1000
\ensuremath{\tt OCV_{DR}},1.0901364442819311e-05,0.3882226943969726,0.0,1000
\textsc{Slope},0.0001318779408952,0.0136859416961669,0.0001209765764524,1000
\ensuremath{\tt PAS{\text -}IF},0.0008920485254331,7.875452041625977,0.0008811471609903,1000
IPS,1.1867215855552252e-05,0.0026311874389648,1.687808984838082e-08,2000
DM,0.0019448833177181,0.0088522434234619,0.0019330329799524,2000
DR,1.1850337765703871e-05,0.0026102066040039,0.0,2000
\ensuremath{\tt OCV_{IPS}},1.1867215855552252e-05,0.2476124763488769,1.687808984838082e-08,2000
\ensuremath{\tt OCV_{DR}},1.1867215855552252e-05,0.4712138175964355,1.687808984838082e-08,2000
\textsc{Slope},1.1850337765703871e-05,0.0216295719146728,0.0,2000
\ensuremath{\tt PAS{\text -}IF},0.0019448833177181,11.055891275405884,0.0019330329799524,2000
IPS,1.2486036307844424e-07,0.0024933815002441,0.0,5000
DM,0.0020655304003087,0.0085763931274414,0.0020654055399456,5000
DR,6.6064429221738734e-06,0.0041031837463378,6.481582559095429e-06,5000
\ensuremath{\tt OCV_{IPS}},1.2486036307844424e-07,0.19755220413208,0.0,5000
\ensuremath{\tt OCV_{DR}},6.6064429221738734e-06,0.3672776222229004,6.481582559095429e-06,5000
\textsc{Slope},6.6064429221738734e-06,0.0223462581634521,6.481582559095429e-06,5000
\ensuremath{\tt PAS{\text -}IF},0.0020655304003087,14.445513486862184,0.0020654055399456,5000
IPS,0.0042531950364281,0.0003197193145751,0.0,10
DM,0.0814807145177501,0.0007781982421875,0.077227519481322,10
DR,0.0814799029999112,0.0003738403320312,0.077226707963483,10
\ensuremath{\tt OCV_{IPS}},0.0814807145177501,0.0173819065093994,0.077227519481322,10
