Estimator,MSE,seconds,"dataset.kwargs[""dataset""]"
IPS,0.0009330662544721079,0.0023469924926757812,pendigits
DM,0.04306608738864704,0.0067729949951171875,pendigits
DR,8.824491610682972e-05,0.0032842159271240234,pendigits
\ensuremath{\tt OCV_{DM}},0.04306608738864704,0.2787621021270752,pendigits
IPS,1.2147230596146237e-05,0.0011518001556396484,satimage
DM,0.017529553011468916,0.00393366813659668,satimage
DR,0.00010892029589845851,0.0020449161529541016,satimage
\ensuremath{\tt OCV_{DM}},0.017529553011468916,0.19417166709899902,satimage
IPS,0.0010426148294561124,0.00038361549377441406,vehicle
DM,0.011790673521473276,0.002192974090576172,vehicle
DR,0.0011036553958254972,0.0004932880401611328,vehicle
\ensuremath{\tt OCV_{DM}},0.011790673521473276,0.08836150169372559,vehicle
IPS,0.0025938590560814754,0.00044798851013183594,yeast
DM,0.0013143042724140705,0.003057241439819336,yeast
DR,0.00013657680928585902,0.0007243156433105469,yeast
\ensuremath{\tt OCV_{DM}},0.0013143042724140705,0.10970234870910645,yeast
IPS,0.0030039462280520893,0.0003402233123779297,ecoli
DM,0.0002663674923134406,0.0025949478149414062,ecoli
DR,0.0013603879814408524,0.0005521774291992188,ecoli
\ensuremath{\tt OCV_{DM}},0.0013603879814408524,0.0696873664855957,ecoli
IPS,0.007716966228667784,0.0002472400665283203,glass
DM,0.03698933345022992,0.001789093017578125,glass
DR,0.04395092576786173,0.0003991127014160156,glass
\ensuremath{\tt OCV_{DM}},0.04395092576786173,0.0674886703491211,glass
IPS,0.00040882783412372415,0.011206626892089844,letter
DM,0.15500463852370885,0.025450706481933594,letter
DR,0.00029699593340842844,0.019464492797851562,letter
\ensuremath{\tt OCV_{DM}},0.15500463852370885,0.7345361709594727,letter
IPS,0.0002526490540379641,0.0015757083892822266,optdigits
DM,0.014601498669632734,0.0076389312744140625,optdigits
DR,8.624680312167511e-05,0.004750728607177734,optdigits
\ensuremath{\tt OCV_{DM}},0.014601498669632734,0.2628209590911865,optdigits
IPS,0.00012881538751183851,0.0011630058288574219,page-blocks
DM,0.0007643053423056422,0.003318309783935547,page-blocks
DR,7.608731928611851e-06,0.0016613006591796875,page-blocks
\ensuremath{\tt OCV_{DM}},0.0007643053423056422,0.1344621181488037,page-blocks
IPS,0.0002812778094954948,0.002399921417236328,pendigits
DM,0.05028814676935616,0.00813913345336914,pendigits
DR,9.992291487653351e-05,0.004400491714477539,pendigits
\ensuremath{\tt OCV_{DM}},0.05028814676935616,0.25772786140441895,pendigits
IPS,0.0005594675186793165,0.0011723041534423828,satimage
DM,0.017037862164320877,0.0048105716705322266,satimage
DR,1.683425955595313e-08,0.002635955810546875,satimage
\ensuremath{\tt OCV_{DM}},0.017037862164320877,0.20210742950439453,satimage
IPS,0.0025969094712731647,0.0003364086151123047,vehicle
DM,0.002136946281164338,0.0017566680908203125,vehicle
DR,2.7254046883693532e-05,0.0005538463592529297,vehicle
\ensuremath{\tt OCV_{DM}},0.002136946281164338,0.0732266902923584,vehicle
IPS,0.002604398251999674,0.0005960464477539062,yeast
DM,0.002551251404839044,0.003854036331176758,yeast
DR,0.0052990022453134325,0.000946044921875,yeast
\ensuremath{\tt OCV_{DM}},0.002551251404839044,0.10599970817565918,yeast
IPS,0.00011104065043852096,0.00028324127197265625,ecoli
DM,0.002207965461040883,0.0022859573364257812,ecoli
DR,0.0005769792606243996,0.0004775524139404297,ecoli
\ensuremath{\tt OCV_{DM}},0.002207965461040883,0.0722200870513916,ecoli
IPS,0.02292990425686989,0.00029349327087402344,glass
DM,0.0040343318705179515,0.002065420150756836,glass
DR,0.0022559603566947102,0.00048279762268066406,glass
\ensuremath{\tt OCV_{DM}},0.02292990425686989,0.06953835487365723,glass
IPS,0.0013303702499130523,0.01152491569519043,letter
DM,0.14073659092120352,0.03085494041442871,letter
DR,5.253485447975284e-05,0.01941227912902832,letter
\ensuremath{\tt OCV_{DM}},0.14073659092120352,0.7583115100860596,letter
IPS,0.0027072314844989605,0.0016086101531982422,optdigits
DM,0.0195201952051366,0.009501218795776367,optdigits
DR,0.00043628816372862696,0.0035419464111328125,optdigits
\ensuremath{\tt OCV_{DM}},0.0195201952051366,0.2778172492980957,optdigits
IPS,0.00016577976261356953,0.000919342041015625,page-blocks
DM,0.0006514143349167012,0.0025920867919921875,page-blocks
DR,2.2674216558439164e-05,0.0012254714965820312,page-blocks
\ensuremath{\tt OCV_{DM}},2.2674216558439164e-05,0.10694289207458496,page-blocks
IPS,9.470793093999366e-05,0.0030956268310546875,pendigits
DM,0.048118522162046276,0.010407686233520508,pendigits
DR,2.1858673877375545e-05,0.0040585994720458984,pendigits
\ensuremath{\tt OCV_{DM}},0.048118522162046276,0.27982425689697266,pendigits
IPS,0.0012518186945906476,0.0011849403381347656,satimage
DM,0.013221691341348969,0.004151105880737305,satimage
DR,4.408512765796874e-05,0.0020444393157958984,satimage
\ensuremath{\tt OCV_{DM}},0.013221691341348969,0.19849681854248047,satimage
IPS,0.017667853428430608,0.0003840923309326172,vehicle
DM,0.000698726491445713,0.0021271705627441406,vehicle
DR,0.0016247042417707313,0.0005714893341064453,vehicle
\ensuremath{\tt OCV_{DM}},0.000698726491445713,0.07779264450073242,vehicle
IPS,0.003780504258894837,0.00052642822265625,yeast
DM,0.002107332384388217,0.002852916717529297,yeast
DR,0.0001355350354299397,0.0007305145263671875,yeast
\ensuremath{\tt OCV_{DM}},0.002107332384388217,0.11684370040893555,yeast
IPS,0.005921466873153921,0.00033020973205566406,ecoli
DM,2.347367411497103e-05,0.0025224685668945312,ecoli
DR,0.001726319719807296,0.00054168701171875,ecoli
\ensuremath{\tt OCV_{DM}},0.001726319719807296,0.07547616958618164,ecoli
IPS,0.0040301226066990405,0.0002505779266357422,glass
DM,0.004299542611897432,0.0018298625946044922,glass
DR,0.01129557679705754,0.00041365623474121094,glass
\ensuremath{\tt OCV_{DM}},0.01129557679705754,0.0621645450592041,glass
IPS,2.2561840617760202e-07,0.009097576141357422,letter
DM,0.1441784727588998,0.02600693702697754,letter
DR,0.000253534607742254,0.020020246505737305,letter
\ensuremath{\tt OCV_{DM}},0.1441784727588998,0.7282278537750244,letter
IPS,0.0045399513202474765,0.0019030570983886719,optdigits
DM,0.012203153265194585,0.010965585708618164,optdigits
DR,1.5623981529483178e-05,0.004904031753540039,optdigits
\ensuremath{\tt OCV_{DM}},0.012203153265194585,0.29404401779174805,optdigits
IPS,7.99904942385499e-05,0.0011491775512695312,page-blocks
DM,0.0012128340700772833,0.0032715797424316406,page-blocks
DR,4.051310673139754e-06,0.0015442371368408203,page-blocks
\ensuremath{\tt OCV_{DM}},0.0012128340700772833,0.11132359504699707,page-blocks
IPS,0.0005488146887391134,0.0020868778228759766,pendigits
DM,0.049170917780478995,0.006209611892700195,pendigits
DR,4.956215714866006e-05,0.004477977752685547,pendigits
\ensuremath{\tt OCV_{DM}},0.049170917780478995,0.26069164276123047,pendigits
IPS,0.00013323178352167456,0.0015881061553955078,satimage
DM,0.016980348254988457,0.0044710636138916016,satimage
DR,8.684804743871937e-05,0.0021195411682128906,satimage
\ensuremath{\tt OCV_{DM}},0.016980348254988457,0.19125580787658691,satimage
IPS,0.001769579750883861,0.0003237724304199219,vehicle
DM,0.007688916176534456,0.0016710758209228516,vehicle
DR,0.0002607622846745924,0.0004761219024658203,vehicle
\ensuremath{\tt OCV_{DM}},0.007688916176534456,0.08231544494628906,vehicle
IPS,1.2788374356427222e-05,0.00048065185546875,yeast
DM,0.0010498772021873069,0.0031785964965820312,yeast
DR,6.018196606823666e-06,0.0007655620574951172,yeast
\ensuremath{\tt OCV_{DM}},0.0010498772021873069,0.1009054183959961,yeast
IPS,0.0029206232045077556,0.00027060508728027344,ecoli
DM,0.00469477005248509,0.0015897750854492188,ecoli
DR,0.0027119611103601144,0.0004076957702636719,ecoli
\ensuremath{\tt OCV_{DM}},0.00469477005248509,0.05020594596862793,ecoli
IPS,0.0017271259690354466,0.0002620220184326172,glass
DM,0.001867916420345712,0.00201416015625,glass
DR,0.0023251228799225513,0.0004248619079589844,glass
\ensuremath{\tt OCV_{DM}},0.0023251228799225513,0.0799555778503418,glass
IPS,0.0006728535751219714,0.00917673110961914,letter
DM,0.14002527737675544,0.02765941619873047,letter
DR,5.58171985312905e-05,0.017444372177124023,letter
\ensuremath{\tt OCV_{DM}},0.14002527737675544,0.7300670146942139,letter
IPS,0.0029014496374627887,0.0014162063598632812,optdigits
DM,0.02230097316062601,0.007165670394897461,optdigits
DR,0.001663488291466605,0.004707813262939453,optdigits
\ensuremath{\tt OCV_{DM}},0.02230097316062601,0.26928043365478516,optdigits
IPS,0.00028245004539631107,0.0025153160095214844,page-blocks
DM,0.0011012689010102147,0.003899812698364258,page-blocks
DR,0.00013307704622661146,0.002260923385620117,page-blocks
\ensuremath{\tt OCV_{DM}},0.0011012689010102147,0.12241053581237793,page-blocks
IPS,0.000723301269708079,0.002310514450073242,pendigits
DM,0.048962348384213705,0.006826877593994141,pendigits
DR,0.00010450991651629168,0.003564596176147461,pendigits
\ensuremath{\tt OCV_{DM}},0.048962348384213705,0.30326318740844727,pendigits
IPS,9.395763184039977e-05,0.0011663436889648438,satimage
DM,0.017642279533120864,0.004042625427246094,satimage
DR,1.0044413020916009e-05,0.002198934555053711,satimage
\ensuremath{\tt OCV_{DM}},0.017642279533120864,0.21002602577209473,satimage
IPS,0.007441109396458194,0.0004210472106933594,vehicle
DM,0.0025441217026838914,0.002053976058959961,vehicle
DR,0.00017908037500173396,0.0006053447723388672,vehicle
\ensuremath{\tt OCV_{DM}},0.0025441217026838914,0.0874018669128418,vehicle
IPS,0.002196282923357035,0.00044035911560058594,yeast
DM,0.004908294086671621,0.003147602081298828,yeast
DR,0.0017168247443033642,0.0007333755493164062,yeast
\ensuremath{\tt OCV_{DM}},0.004908294086671621,0.1045842170715332,yeast
IPS,0.003690798055437398,0.000370025634765625,ecoli
DM,0.00526349412773014,0.0021827220916748047,ecoli
DR,0.0008744537157428193,0.0004794597625732422,ecoli
\ensuremath{\tt OCV_{DM}},0.00526349412773014,0.06545639038085938,ecoli
IPS,0.024646929143704595,0.00024819374084472656,glass
DM,0.02999259517699715,0.0017027854919433594,glass
DR,0.025742572983951363,0.00039696693420410156,glass
\ensuremath{\tt OCV_{DM}},0.024646929143704595,0.06565523147583008,glass
IPS,0.0018490174897796375,0.009974479675292969,letter
DM,0.15571795090278817,0.02164149284362793,letter
DR,0.0013018352621135775,0.01607346534729004,letter
\ensuremath{\tt OCV_{DM}},0.15571795090278817,0.7283449172973633,letter
IPS,0.00042207920041772084,0.0020918846130371094,optdigits
DM,0.017334819970337745,0.00860142707824707,optdigits
DR,0.0005495303415159077,0.004795551300048828,optdigits
\ensuremath{\tt OCV_{DM}},0.017334819970337745,0.29456639289855957,optdigits
IPS,0.0010252159428595258,0.001074075698852539,page-blocks
DM,0.0012569907747437719,0.003262042999267578,page-blocks
DR,1.679330227314773e-05,0.0015540122985839844,page-blocks
\ensuremath{\tt OCV_{DM}},0.0012569907747437719,0.11864161491394043,page-blocks
IPS,0.00021718193438010844,0.0021016597747802734,pendigits
DM,0.05152163041136738,0.0077207088470458984,pendigits
DR,5.9930589845055235e-05,0.0055844783782958984,pendigits
\ensuremath{\tt OCV_{DM}},0.05152163041136738,0.307175874710083,pendigits
IPS,0.002407533226486361,0.0012764930725097656,satimage
DM,0.018343870989956816,0.004378318786621094,satimage
DR,0.0002695602793947792,0.0023407936096191406,satimage
\ensuremath{\tt OCV_{DM}},0.018343870989956816,0.20389246940612793,satimage
IPS,0.007935095547586033,0.0003643035888671875,vehicle
DM,2.8110524293938302e-05,0.0017087459564208984,vehicle
DR,0.002983053061557335,0.00048232078552246094,vehicle
\ensuremath{\tt OCV_{DM}},2.8110524293938302e-05,0.08886027336120605,vehicle
IPS,0.003916452792801733,0.0005667209625244141,yeast
DM,0.002871593491512464,0.0034017562866210938,yeast
DR,0.0012173456673258217,0.0009856224060058594,yeast
\ensuremath{\tt OCV_{DM}},0.002871593491512464,0.10564398765563965,yeast
IPS,0.11096413826488563,0.00028133392333984375,ecoli
DM,1.1189846158184328e-05,0.0018010139465332031,ecoli
DR,0.0032957614721198206,0.00044417381286621094,ecoli
\ensuremath{\tt OCV_{DM}},1.1189846158184328e-05,0.06729459762573242,ecoli
IPS,0.006801299914739518,0.00024509429931640625,glass
DM,0.0010515247586094455,0.0017347335815429688,glass
DR,0.0006932047554227721,0.00044465065002441406,glass
\ensuremath{\tt OCV_{DM}},0.0010515247586094455,0.07085418701171875,glass
IPS,0.0010992179845502959,0.009780645370483398,letter
DM,0.1498345236584729,0.02575087547302246,letter
DR,0.0011706729942301756,0.018799781799316406,letter
\ensuremath{\tt OCV_{DM}},0.1498345236584729,0.6854004859924316,letter
IPS,0.0006418137145950137,0.0016148090362548828,optdigits
DM,0.01984126332491476,0.01032400131225586,optdigits
DR,0.0009151074479988328,0.004830598831176758,optdigits
\ensuremath{\tt OCV_{DM}},0.01984126332491476,0.31635594367980957,optdigits
IPS,0.0005143415505244327,0.0012278556823730469,page-blocks
DM,0.0011880317081119133,0.003645658493041992,page-blocks
DR,3.0470380001207738e-05,0.001575469970703125,page-blocks
\ensuremath{\tt OCV_{DM}},0.0011880317081119133,0.11983180046081543,page-blocks
IPS,1.6500479342986163e-05,0.0020437240600585938,pendigits
DM,0.04920364704916129,0.007401227951049805,pendigits
DR,1.9212872657887055e-05,0.0033719539642333984,pendigits
\ensuremath{\tt OCV_{DM}},0.04920364704916129,0.27988672256469727,pendigits
IPS,0.00023053343230224716,0.001169443130493164,satimage
DM,0.016911649332161254,0.004111766815185547,satimage
DR,7.144579568867259e-05,0.002485990524291992,satimage
\ensuremath{\tt OCV_{DM}},0.016911649332161254,0.18894577026367188,satimage
IPS,0.0006434590464382409,0.000331878662109375,vehicle
DM,0.0033715365697588287,0.0016841888427734375,vehicle
DR,0.0003200376202411405,0.00047779083251953125,vehicle
\ensuremath{\tt OCV_{DM}},0.0033715365697588287,0.08153367042541504,vehicle
IPS,0.0012293861892441532,0.0006933212280273438,yeast
DM,0.00014264724302352413,0.003414630889892578,yeast
DR,0.0027720798457127453,0.0009272098541259766,yeast
\ensuremath{\tt OCV_{DM}},0.00014264724302352413,0.10019278526306152,yeast
IPS,0.006674591535702082,0.00031757354736328125,ecoli
DM,0.002982746671156418,0.0022430419921875,ecoli
DR,9.156276920511214e-05,0.0005750656127929688,ecoli
\ensuremath{\tt OCV_{DM}},0.002982746671156418,0.06451606750488281,ecoli
IPS,0.0012339127423276436,0.0002548694610595703,glass
DM,0.0005578744689401807,0.0018126964569091797,glass
DR,0.0017018426641511161,0.0004029273986816406,glass
\ensuremath{\tt OCV_{DM}},0.0017018426641511161,0.06183910369873047,glass
IPS,2.8048743328594596e-05,0.012717008590698242,letter
DM,0.14647216540434443,0.02190852165222168,letter
DR,9.445943890521779e-05,0.019440174102783203,letter
\ensuremath{\tt OCV_{DM}},0.14647216540434443,0.7153267860412598,letter
IPS,6.717236802739358e-05,0.001455068588256836,optdigits
DM,0.018565894264146152,0.007819414138793945,optdigits
DR,0.0003921582192677833,0.0050506591796875,optdigits
\ensuremath{\tt OCV_{DM}},0.018565894264146152,0.2739529609680176,optdigits
IPS,2.1390320696461588e-05,0.001201629638671875,page-blocks
DM,0.001811509443026646,0.0036792755126953125,page-blocks
DR,5.88187825429099e-05,0.0016176700592041016,page-blocks
\ensuremath{\tt OCV_{DM}},0.001811509443026646,0.14618754386901855,page-blocks
IPS,0.0009420741174920542,0.002358675003051758,pendigits
DM,0.04229004031698792,0.00799560546875,pendigits
DR,9.750347930771047e-05,0.0055959224700927734,pendigits
\ensuremath{\tt OCV_{DM}},0.04229004031698792,0.27553725242614746,pendigits
IPS,0.0003140456060110822,0.0013976097106933594,satimage
DM,0.016753044836823144,0.0049746036529541016,satimage
DR,7.604111446807425e-06,0.002605915069580078,satimage
\ensuremath{\tt OCV_{DM}},0.016753044836823144,0.19042444229125977,satimage
IPS,0.0005741852064809187,0.00038433074951171875,vehicle
DM,0.010441304001701273,0.0021207332611083984,vehicle
DR,0.0023056518319723796,0.0006203651428222656,vehicle
\ensuremath{\tt OCV_{DM}},0.010441304001701273,0.09302735328674316,vehicle
IPS,0.00010807908211525263,0.000530242919921875,yeast
DM,0.00017990525298592602,0.0034151077270507812,yeast
DR,0.00016809520249528863,0.000934600830078125,yeast
\ensuremath{\tt OCV_{DM}},0.00017990525298592602,0.09757399559020996,yeast
IPS,0.00032052270707516996,0.0002751350402832031,ecoli
DM,0.00022405167117547762,0.001340627670288086,ecoli
DR,8.706654741505972e-08,0.0004315376281738281,ecoli
\ensuremath{\tt OCV_{DM}},0.00022405167117547762,0.05578470230102539,ecoli
IPS,0.01321271842077956,0.00028967857360839844,glass
DM,0.0024675950257449495,0.0024733543395996094,glass
DR,0.00042494172419556476,0.0005095005035400391,glass
\ensuremath{\tt OCV_{DM}},0.01321271842077956,0.06453084945678711,glass
IPS,6.662898179390189e-05,0.01142430305480957,letter
DM,0.1464696975117418,0.031557321548461914,letter
DR,0.0012721489130734873,0.01744675636291504,letter
\ensuremath{\tt OCV_{DM}},0.1464696975117418,0.7758200168609619,letter
IPS,0.0013468717756080855,0.0015730857849121094,optdigits
DM,0.016440992386504927,0.009015560150146484,optdigits
DR,0.0003130113625225129,0.00687098503112793,optdigits
\ensuremath{\tt OCV_{DM}},0.016440992386504927,0.3118896484375,optdigits
IPS,6.971862022211531e-05,0.0009059906005859375,page-blocks
DM,0.0013794189060263203,0.002797365188598633,page-blocks
DR,1.7290923789714638e-05,0.0012445449829101562,page-blocks
\ensuremath{\tt OCV_{DM}},0.0013794189060263203,0.12197160720825195,page-blocks
IPS,0.0030832468195868953,0.0023865699768066406,pendigits
DM,0.05535156703217942,0.007991313934326172,pendigits
DR,0.00029717042417411296,0.0057299137115478516,pendigits
\ensuremath{\tt OCV_{DM}},0.05535156703217942,0.2597627639770508,pendigits
IPS,0.00014038315683922325,0.0012466907501220703,satimage
DM,0.016829898923963856,0.004197597503662109,satimage
DR,5.950164817362389e-05,0.002600431442260742,satimage
\ensuremath{\tt OCV_{DM}},0.016829898923963856,0.205641508102417,satimage
IPS,0.006751580942272577,0.000347137451171875,vehicle
DM,0.010493661502842602,0.0016849040985107422,vehicle
DR,0.00019724165883592285,0.0004906654357910156,vehicle
\ensuremath{\tt OCV_{DM}},0.010493661502842602,0.07425880432128906,vehicle
IPS,1.378579863377865e-05,0.00043964385986328125,yeast
DM,0.0017126859808659712,0.002411365509033203,yeast
DR,7.354375435143797e-05,0.0006928443908691406,yeast
\ensuremath{\tt OCV_{DM}},0.0017126859808659712,0.08579206466674805,yeast
IPS,0.003033542527863349,0.0002830028533935547,ecoli
DM,0.00028733476916612265,0.0018227100372314453,ecoli
DR,0.0035478003380157086,0.0004382133483886719,ecoli
\ensuremath{\tt OCV_{DM}},0.00028733476916612265,0.06803369522094727,ecoli
IPS,0.0018495441932608113,0.00029468536376953125,glass
DM,0.015387090745470901,0.002194643020629883,glass
DR,0.012155803672033704,0.0004794597625732422,glass
\ensuremath{\tt OCV_{DM}},0.012155803672033704,0.07976412773132324,glass
IPS,0.0001326075635348053,0.013275146484375,letter
DM,0.1558949815820761,0.030858278274536133,letter
DR,0.0003702312378796341,0.0188446044921875,letter
\ensuremath{\tt OCV_{DM}},0.1558949815820761,0.7229440212249756,letter
IPS,2.5464054843147187e-05,0.0013687610626220703,optdigits
DM,0.0185655776720991,0.00897216796875,optdigits
DR,0.00045836089731924093,0.004149675369262695,optdigits
\ensuremath{\tt OCV_{DM}},0.0185655776720991,0.2803318500518799,optdigits
IPS,0.0008375583515384425,0.0009844303131103516,page-blocks
DM,0.0006814379057671186,0.0029251575469970703,page-blocks
DR,4.0943767986997494e-05,0.001332998275756836,page-blocks
\ensuremath{\tt OCV_{DM}},0.0006814379057671186,0.11492633819580078,page-blocks
IPS,2.472854428277005e-05,0.0023500919342041016,pendigits
DM,0.0475030335709318,0.008417606353759766,pendigits
DR,1.7738252437695837e-05,0.004677772521972656,pendigits
\ensuremath{\tt OCV_{DM}},0.0475030335709318,0.25584864616394043,pendigits
IPS,0.0004701559468291171,0.001161336898803711,satimage
DM,0.018011278017918048,0.004386425018310547,satimage
DR,0.0001223773314746782,0.0020101070404052734,satimage
\ensuremath{\tt OCV_{DM}},0.018011278017918048,0.19703888893127441,satimage
IPS,0.0002940391630100919,0.0003323554992675781,vehicle
DM,0.007997133003161764,0.001749277114868164,vehicle
DR,0.000573869259596858,0.00047588348388671875,vehicle
\ensuremath{\tt OCV_{DM}},0.007997133003161764,0.07555794715881348,vehicle
IPS,0.0017256142521663762,0.00048613548278808594,yeast
DM,0.0009230781736780227,0.0030400753021240234,yeast
DR,0.004655432204466154,0.0009114742279052734,yeast
\ensuremath{\tt OCV_{DM}},0.0009230781736780227,0.1030576229095459,yeast
IPS,0.010472297476683637,0.0002818107604980469,ecoli
DM,0.01372300072024033,0.0012183189392089844,ecoli
DR,0.0034862744766277314,0.0003867149353027344,ecoli
\ensuremath{\tt OCV_{DM}},0.01372300072024033,0.045386552810668945,ecoli
IPS,0.06971665085677048,0.0002579689025878906,glass
DM,0.06338782785412428,0.001986980438232422,glass
DR,0.07189393349639185,0.0004260540008544922,glass
\ensuremath{\tt OCV_{DM}},0.06338782785412428,0.07296323776245117,glass
IPS,3.6318703652732923e-05,0.010620355606079102,letter
DM,0.14409879889598978,0.022757768630981445,letter
DR,1.781617177908931e-05,0.015511512756347656,letter
\ensuremath{\tt OCV_{DM}},0.14409879889598978,0.7331228256225586,letter
IPS,0.000622618679267063,0.0013437271118164062,optdigits
DM,0.017412348441499758,0.0069255828857421875,optdigits
DR,0.0004069264693703631,0.004816532135009766,optdigits
\ensuremath{\tt OCV_{DM}},0.017412348441499758,0.2886850833892822,optdigits
IPS,0.0007033965505044401,0.0010557174682617188,page-blocks
DM,0.001295272848547511,0.0033156871795654297,page-blocks
DR,8.186265223181544e-05,0.0015861988067626953,page-blocks
\ensuremath{\tt OCV_{DM}},0.001295272848547511,0.1231241226196289,page-blocks
IPS,0.0001581307797094777,0.0024611949920654297,pendigits
DM,0.0467734525093748,0.010155200958251953,pendigits
DR,8.412870801481414e-07,0.004994392395019531,pendigits
\ensuremath{\tt OCV_{DM}},0.0467734525093748,0.30462098121643066,pendigits
IPS,4.639418153613173e-05,0.0014185905456542969,satimage
DM,0.018579492413680516,0.005060434341430664,satimage
DR,0.00030786567376876007,0.002646207809448242,satimage
\ensuremath{\tt OCV_{DM}},0.018579492413680516,0.17826151847839355,satimage
IPS,0.003558220820546677,0.0003209114074707031,vehicle
DM,0.0054731078395836305,0.0017104148864746094,vehicle
DR,6.194755328909166e-08,0.00048470497131347656,vehicle
\ensuremath{\tt OCV_{DM}},0.0054731078395836305,0.08222484588623047,vehicle
IPS,2.232109468370767e-05,0.0004477500915527344,yeast
DM,0.0009256031903017896,0.0026705265045166016,yeast
DR,0.00012792929257306765,0.0007128715515136719,yeast
\ensuremath{\tt OCV_{DM}},0.0009256031903017896,0.09610605239868164,yeast
IPS,0.002376120079044628,0.00029659271240234375,ecoli
DM,7.135257042247846e-05,0.002716064453125,ecoli
DR,0.004342383754726151,0.0004646778106689453,ecoli
\ensuremath{\tt OCV_{DM}},7.135257042247846e-05,0.07226347923278809,ecoli
IPS,0.01767275452717723,0.00025391578674316406,glass
DM,0.03956408174708463,0.0018978118896484375,glass
DR,0.04332838757894966,0.00042724609375,glass
\ensuremath{\tt OCV_{DM}},0.03956408174708463,0.07907247543334961,glass
IPS,2.6217359289113624e-05,0.011976957321166992,letter
DM,0.13755182747310313,0.032351016998291016,letter
DR,0.0001542085434834199,0.021360397338867188,letter
\ensuremath{\tt OCV_{DM}},0.13755182747310313,0.7338371276855469,letter
IPS,0.0005804750180555996,0.0018284320831298828,optdigits
DM,0.019618673251215222,0.009682893753051758,optdigits
DR,0.0006627684152968455,0.00414276123046875,optdigits
\ensuremath{\tt OCV_{DM}},0.019618673251215222,0.3261995315551758,optdigits
IPS,3.803916294622288e-05,0.001087188720703125,page-blocks
DM,0.0009748754003908485,0.0032796859741210938,page-blocks
DR,1.2450093197562607e-05,0.001501321792602539,page-blocks
\ensuremath{\tt OCV_{DM}},0.0009748754003908485,0.11795330047607422,page-blocks
IPS,0.0003169985922285509,0.0020618438720703125,pendigits
DM,0.04441694623715998,0.006601095199584961,pendigits
DR,3.919047367704731e-05,0.003970146179199219,pendigits
\ensuremath{\tt OCV_{DM}},0.04441694623715998,0.2935605049133301,pendigits
IPS,0.00015616093250688074,0.0011360645294189453,satimage
DM,0.015611933524709484,0.004164218902587891,satimage
DR,6.169379836936378e-06,0.0023720264434814453,satimage
\ensuremath{\tt OCV_{DM}},0.015611933524709484,0.18475079536437988,satimage
IPS,0.0006351913889854075,0.00037288665771484375,vehicle
DM,0.0008987479868994021,0.0019567012786865234,vehicle
DR,0.0006584209342203071,0.0005617141723632812,vehicle
\ensuremath{\tt OCV_{DM}},0.0008987479868994021,0.08373737335205078,vehicle
IPS,0.010292658854630776,0.00043773651123046875,yeast
DM,0.00024151598593423842,0.003121614456176758,yeast
DR,3.6834493356583773e-07,0.0007419586181640625,yeast
\ensuremath{\tt OCV_{DM}},0.00024151598593423842,0.10864043235778809,yeast
IPS,0.0012103877603486346,0.000362396240234375,ecoli
DM,0.0005508840245320138,0.0022470951080322266,ecoli
DR,0.00020294989226188345,0.0004563331604003906,ecoli
\ensuremath{\tt OCV_{DM}},0.00020294989226188345,0.06550168991088867,ecoli
IPS,0.00494217010612983,0.00030159950256347656,glass
DM,0.002004115245083753,0.0019526481628417969,glass
DR,6.622525438308392e-06,0.0004551410675048828,glass
\ensuremath{\tt OCV_{DM}},0.002004115245083753,0.06884479522705078,glass
IPS,2.6438500149210554e-05,0.011071920394897461,letter
DM,0.14832074884717905,0.02782607078552246,letter
DR,0.00026819637520458567,0.021834850311279297,letter
\ensuremath{\tt OCV_{DM}},0.14832074884717905,0.6922898292541504,letter
IPS,0.00014532435815157112,0.0013473033905029297,optdigits
DM,0.0207572390703922,0.00892329216003418,optdigits
DR,0.0010656967110169694,0.00560307502746582,optdigits
\ensuremath{\tt OCV_{DM}},0.0207572390703922,0.3029768466949463,optdigits
IPS,0.00032283606530827795,0.0010979175567626953,page-blocks
DM,0.0007171949337839195,0.0031936168670654297,page-blocks
DR,4.912673414959547e-05,0.0014619827270507812,page-blocks
\ensuremath{\tt OCV_{DM}},0.0007171949337839195,0.13103270530700684,page-blocks
IPS,0.0010135238858797661,0.0020990371704101562,pendigits
DM,0.045759197806600926,0.006898164749145508,pendigits
DR,1.6014526950754392e-07,0.003637075424194336,pendigits
\ensuremath{\tt OCV_{DM}},0.045759197806600926,0.29480624198913574,pendigits
IPS,1.6517869794598764e-05,0.0013856887817382812,satimage
DM,0.015814580805000953,0.005112648010253906,satimage
DR,0.00010373059516962566,0.002629518508911133,satimage
\ensuremath{\tt OCV_{DM}},0.015814580805000953,0.20282578468322754,satimage
IPS,0.0002606094100550672,0.0003707408905029297,vehicle
DM,0.0022800877867040817,0.0016970634460449219,vehicle
DR,0.0013171376652511351,0.0005562305450439453,vehicle
\ensuremath{\tt OCV_{DM}},0.0022800877867040817,0.08199310302734375,vehicle
IPS,0.0008310023288745711,0.0005638599395751953,yeast
DM,0.002910875064074677,0.0035712718963623047,yeast
DR,0.0006539195893299841,0.0008916854858398438,yeast
\ensuremath{\tt OCV_{DM}},0.002910875064074677,0.11789631843566895,yeast
IPS,0.021948924876218665,0.0002696514129638672,ecoli
DM,0.000571283013672575,0.0015726089477539062,ecoli
DR,0.00015511527386718739,0.0004024505615234375,ecoli
\ensuremath{\tt OCV_{DM}},0.000571283013672575,0.05684232711791992,ecoli
