Estimator,MSE,seconds,"dataset.kwargs[""dataset""]"
DR,5.207367989250311e-05,0.003763437271118164,pendigits
\ensuremath{\tt OCV_{DM}},0.04289435976616566,0.3071887493133545,pendigits
IPS,7.33755022995766e-05,0.0012271404266357422,satimage
DM,0.017582042733214398,0.004279613494873047,satimage
DR,0.00014088355067435636,0.0021550655364990234,satimage
\ensuremath{\tt OCV_{DM}},0.017582042733214398,0.18451309204101562,satimage
IPS,0.00027239237829506535,0.00032448768615722656,vehicle
DM,0.004975877553300258,0.0017600059509277344,vehicle
DR,0.00020034110161938466,0.0004794597625732422,vehicle
\ensuremath{\tt OCV_{DM}},0.004975877553300258,0.09055900573730469,vehicle
IPS,0.011657533875949077,0.0004620552062988281,yeast
DM,0.006644864661608095,0.003162384033203125,yeast
DR,0.0045940174506524595,0.0010025501251220703,yeast
\ensuremath{\tt OCV_{DM}},0.006644864661608095,0.10211992263793945,yeast
IPS,0.007935376909969854,0.0004374980926513672,ecoli
DM,0.00044951362099903975,0.0025365352630615234,ecoli
DR,8.108488100476652e-05,0.0006506443023681641,ecoli
\ensuremath{\tt OCV_{DM}},0.00044951362099903975,0.07017970085144043,ecoli
IPS,0.0006856856855402626,0.0003077983856201172,glass
DM,0.014563303299345628,0.0021810531616210938,glass
DR,0.011430795724608304,0.00048804283142089844,glass
\ensuremath{\tt OCV_{DM}},0.014563303299345628,0.08543109893798828,glass
IPS,0.00024428671280888746,0.013038158416748047,letter
DM,0.1536540732656027,0.03097987174987793,letter
DR,0.0002014932693623367,0.01759934425354004,letter
\ensuremath{\tt OCV_{DM}},0.1536540732656027,0.8021416664123535,letter
IPS,0.005235137988867763,0.0017893314361572266,optdigits
DM,0.013063498109385271,0.009027481079101562,optdigits
DR,9.741743662692015e-06,0.004622936248779297,optdigits
\ensuremath{\tt OCV_{DM}},0.013063498109385271,0.29575133323669434,optdigits
IPS,0.0017725117156790454,0.001283884048461914,page-blocks
DM,0.0011699173149956614,0.0035703182220458984,page-blocks
DR,5.939943561465699e-05,0.0017299652099609375,page-blocks
\ensuremath{\tt OCV_{DM}},0.0011699173149956614,0.13886237144470215,page-blocks
IPS,0.00107626584499302,0.002238035202026367,pendigits
DM,0.047241257221498176,0.00667572021484375,pendigits
DR,6.755156507108887e-07,0.003638744354248047,pendigits
\ensuremath{\tt OCV_{DM}},0.047241257221498176,0.283130407333374,pendigits
IPS,0.00012923684820022538,0.0014688968658447266,satimage
DM,0.017486456058437135,0.005476474761962891,satimage
DR,4.617343877867537e-05,0.0033125877380371094,satimage
\ensuremath{\tt OCV_{DM}},0.017486456058437135,0.17619872093200684,satimage
IPS,0.0019965900742934324,0.00034880638122558594,vehicle
DM,0.0034499041335585737,0.0019032955169677734,vehicle
DR,4.115728678220835e-06,0.0004899501800537109,vehicle
\ensuremath{\tt OCV_{DM}},0.0034499041335585737,0.07950210571289062,vehicle
IPS,0.003737984985752343,0.00046634674072265625,yeast
DM,1.004774790209258e-06,0.0028181076049804688,yeast
DR,0.00039746332892722977,0.000774383544921875,yeast
\ensuremath{\tt OCV_{DM}},1.004774790209258e-06,0.10319113731384277,yeast
IPS,0.02400910357840781,0.0003552436828613281,ecoli
DM,0.005861794988983545,0.002257823944091797,ecoli
DR,0.003942489854042208,0.0005726814270019531,ecoli
\ensuremath{\tt OCV_{DM}},0.005861794988983545,0.06730151176452637,ecoli
IPS,0.0042206196635476674,0.0002579689025878906,glass
DM,0.002128694614757216,0.0019495487213134766,glass
DR,0.0014030095386095376,0.0004291534423828125,glass
\ensuremath{\tt OCV_{DM}},0.0042206196635476674,0.08050847053527832,glass
IPS,0.00011684823332434071,0.010236740112304688,letter
DM,0.144064288205267,0.03074812889099121,letter
DR,0.00033511598194521967,0.019098281860351562,letter
\ensuremath{\tt OCV_{DM}},0.144064288205267,0.7046971321105957,letter
IPS,0.0004264710685883651,0.0017669200897216797,optdigits
DM,0.01638605823023298,0.00787043571472168,optdigits
DR,0.00013267055509886343,0.004662513732910156,optdigits
\ensuremath{\tt OCV_{DM}},0.01638605823023298,0.3238997459411621,optdigits
IPS,0.0003922423980947436,0.0010213851928710938,page-blocks
DM,0.0008004174282497396,0.002755403518676758,page-blocks
DR,6.6993983374654674e-06,0.0015435218811035156,page-blocks
\ensuremath{\tt OCV_{DM}},0.0008004174282497396,0.11788678169250488,page-blocks
IPS,0.0009775799572508072,0.002157449722290039,pendigits
DM,0.045385477274868136,0.0070226192474365234,pendigits
DR,1.2131600427315756e-05,0.0038330554962158203,pendigits
\ensuremath{\tt OCV_{DM}},0.045385477274868136,0.2659165859222412,pendigits
IPS,0.00044902667827315774,0.0012516975402832031,satimage
DM,0.01554854728122595,0.004183053970336914,satimage
DR,2.851907886098771e-05,0.002318859100341797,satimage
\ensuremath{\tt OCV_{DM}},0.01554854728122595,0.20499658584594727,satimage
IPS,0.0002655452035037915,0.00033164024353027344,vehicle
DM,0.00447556571471996,0.0017080307006835938,vehicle
DR,0.0006129497898643364,0.0004930496215820312,vehicle
\ensuremath{\tt OCV_{DM}},0.00447556571471996,0.08788442611694336,vehicle
IPS,0.005051754718535088,0.00046181678771972656,yeast
DM,0.0026052918667662825,0.0029578208923339844,yeast
DR,0.0011348891942998005,0.0008265972137451172,yeast
\ensuremath{\tt OCV_{DM}},0.0026052918667662825,0.10184216499328613,yeast
IPS,0.015661651536222124,0.0003101825714111328,ecoli
DM,0.000317128953720248,0.0018320083618164062,ecoli
DR,0.004322219818920109,0.0004942417144775391,ecoli
\ensuremath{\tt OCV_{DM}},0.000317128953720248,0.07454323768615723,ecoli
IPS,0.012152222971268696,0.00025725364685058594,glass
DM,0.007919798613357143,0.0018463134765625,glass
DR,0.0027346055570760305,0.00040149688720703125,glass
\ensuremath{\tt OCV_{DM}},0.007919798613357143,0.07319474220275879,glass
IPS,0.0006225015870264546,0.011574506759643555,letter
DM,0.1537070732809306,0.029297590255737305,letter
DR,0.0011236305322444246,0.021016836166381836,letter
\ensuremath{\tt OCV_{DM}},0.1537070732809306,0.7648830413818359,letter
IPS,6.879876680787637e-07,0.002896547317504883,optdigits
DM,0.016452531953329276,0.011286020278930664,optdigits
DR,2.67198493601532e-05,0.004772663116455078,optdigits
\ensuremath{\tt OCV_{DM}},0.016452531953329276,0.3155243396759033,optdigits
IPS,1.1639646971409066e-06,0.0011348724365234375,page-blocks
DM,0.0017747624373567774,0.002704620361328125,page-blocks
DR,1.153993543483509e-05,0.0014061927795410156,page-blocks
\ensuremath{\tt OCV_{DM}},0.0017747624373567774,0.1265854835510254,page-blocks
IPS,0.00010124053531775916,0.002625703811645508,pendigits
DM,0.0483380836502127,0.008205175399780273,pendigits
DR,6.22895506284788e-08,0.005509853363037109,pendigits
\ensuremath{\tt OCV_{DM}},0.0483380836502127,0.2903404235839844,pendigits
IPS,3.074042733345906e-05,0.001239776611328125,satimage
DM,0.012679127123881051,0.004213809967041016,satimage
DR,0.00010611643118857509,0.002119779586791992,satimage
\ensuremath{\tt OCV_{DM}},0.012679127123881051,0.18814921379089355,satimage
IPS,0.0016115895303500426,0.0004220008850097656,vehicle
DM,0.0008830658831323226,0.0022346973419189453,vehicle
DR,0.0004866919559332382,0.0006291866302490234,vehicle
\ensuremath{\tt OCV_{DM}},0.0008830658831323226,0.08476710319519043,vehicle
IPS,0.0014158381898257786,0.0005741119384765625,yeast
DM,0.0032158526032918765,0.004057168960571289,yeast
DR,0.0009328196657056185,0.0009350776672363281,yeast
\ensuremath{\tt OCV_{DM}},0.0032158526032918765,0.10686802864074707,yeast
IPS,0.0454214154795232,0.0002818107604980469,ecoli
DM,0.0011833082092553276,0.002147197723388672,ecoli
DR,3.513869500798896e-05,0.00047850608825683594,ecoli
\ensuremath{\tt OCV_{DM}},0.0011833082092553276,0.06890487670898438,ecoli
IPS,0.0005380426002678421,0.00030732154846191406,glass
DM,0.006887000913403254,0.002294301986694336,glass
DR,0.0034233249786832756,0.0004868507385253906,glass
\ensuremath{\tt OCV_{DM}},0.0005380426002678421,0.08236098289489746,glass
IPS,1.4129822970029141e-05,0.009660720825195312,letter
DM,0.14396661483179696,0.026839494705200195,letter
DR,1.0719314758052253e-09,0.019524812698364258,letter
\ensuremath{\tt OCV_{DM}},0.14396661483179696,0.6775648593902588,letter
IPS,0.0057874964820063745,0.0023050308227539062,optdigits
DM,0.020377466932692472,0.011440753936767578,optdigits
DR,0.0003432967330822154,0.005121707916259766,optdigits
\ensuremath{\tt OCV_{DM}},0.020377466932692472,0.28626108169555664,optdigits
IPS,0.00019911731709794356,0.000989675521850586,page-blocks
DM,0.001036344024558975,0.0027017593383789062,page-blocks
DR,0.0001451184220198961,0.0013895034790039062,page-blocks
\ensuremath{\tt OCV_{DM}},0.001036344024558975,0.1143958568572998,page-blocks
IPS,1.7879151107229434e-08,0.0027992725372314453,pendigits
DM,0.04731639210633717,0.00856924057006836,pendigits
DR,1.1135536849105777e-06,0.00626683235168457,pendigits
\ensuremath{\tt OCV_{DM}},0.04731639210633717,0.3149740695953369,pendigits
IPS,8.787226097118851e-05,0.001619100570678711,satimage
DM,0.020591215070503995,0.0060160160064697266,satimage
DR,0.0004300261946199544,0.0042743682861328125,satimage
\ensuremath{\tt OCV_{DM}},0.020591215070503995,0.19837117195129395,satimage
IPS,8.411965407171236e-05,0.0003447532653808594,vehicle
DM,0.008502572774581657,0.0020024776458740234,vehicle
DR,0.0002974205747960715,0.0005135536193847656,vehicle
\ensuremath{\tt OCV_{DM}},0.008502572774581657,0.07791256904602051,vehicle
IPS,0.0009256232503109234,0.0004801750183105469,yeast
DM,0.001946466851289796,0.00305938720703125,yeast
DR,0.004558644644057281,0.0007410049438476562,yeast
\ensuremath{\tt OCV_{DM}},0.001946466851289796,0.1061851978302002,yeast
IPS,0.014149526288341962,0.0002732276916503906,ecoli
DM,0.024034313150464708,0.001989126205444336,ecoli
DR,0.013113336905207442,0.0004944801330566406,ecoli
\ensuremath{\tt OCV_{DM}},0.024034313150464708,0.0624079704284668,ecoli
IPS,0.012017090574167878,0.0002567768096923828,glass
DM,0.02769327210503733,0.0019214153289794922,glass
DR,0.01264925605481561,0.0004291534423828125,glass
\ensuremath{\tt OCV_{DM}},0.02769327210503733,0.08458709716796875,glass
IPS,0.003158894431472937,0.009364843368530273,letter
DM,0.1351267194224472,0.02349400520324707,letter
DR,0.0002553485035633906,0.015984296798706055,letter
\ensuremath{\tt OCV_{DM}},0.1351267194224472,0.7207427024841309,letter
IPS,0.00019196714894728962,0.0016999244689941406,optdigits
DM,0.024203070195143738,0.011081457138061523,optdigits
DR,0.0014992197888090578,0.004155397415161133,optdigits
\ensuremath{\tt OCV_{DM}},0.024203070195143738,0.2743852138519287,optdigits
IPS,0.0021603181744181323,0.0010991096496582031,page-blocks
DM,0.0031466724662623604,0.0033173561096191406,page-blocks
DR,0.00010292139009742647,0.0015413761138916016,page-blocks
\ensuremath{\tt OCV_{DM}},0.0031466724662623604,0.11848902702331543,page-blocks
IPS,0.0005669411063467165,0.002109527587890625,pendigits
DM,0.05067568402495646,0.006430864334106445,pendigits
DR,0.00011812064252567562,0.0037467479705810547,pendigits
\ensuremath{\tt OCV_{DM}},0.05067568402495646,0.28220200538635254,pendigits
IPS,0.0007716809789385541,0.001184701919555664,satimage
DM,0.013283331007695008,0.004335880279541016,satimage
DR,0.00020410266856781976,0.001991748809814453,satimage
\ensuremath{\tt OCV_{DM}},0.013283331007695008,0.17243480682373047,satimage
IPS,0.00022562476179143032,0.00032830238342285156,vehicle
DM,0.005564890198380823,0.0017390251159667969,vehicle
DR,0.0001458264604387733,0.0004820823669433594,vehicle
\ensuremath{\tt OCV_{DM}},0.005564890198380823,0.0766298770904541,vehicle
IPS,5.7980451644168405e-05,0.0005321502685546875,yeast
DM,0.0011954032820643398,0.0038340091705322266,yeast
DR,9.493246141526813e-06,0.0009009838104248047,yeast
\ensuremath{\tt OCV_{DM}},0.0011954032820643398,0.11192488670349121,yeast
IPS,0.003197222776113617,0.0003342628479003906,ecoli
DM,0.006593748383037549,0.002434253692626953,ecoli
DR,0.002157361715126886,0.0005955696105957031,ecoli
\ensuremath{\tt OCV_{DM}},0.003197222776113617,0.07419824600219727,ecoli
IPS,0.018800844186323717,0.0002570152282714844,glass
DM,0.00550875120253065,0.0016074180603027344,glass
DR,0.006186545177294864,0.0005035400390625,glass
\ensuremath{\tt OCV_{DM}},0.00550875120253065,0.06785845756530762,glass
IPS,3.926246062718886e-05,0.009987115859985352,letter
DM,0.1407202239959323,0.023752927780151367,letter
DR,0.0005770461339909974,0.019349098205566406,letter
\ensuremath{\tt OCV_{DM}},0.1407202239959323,0.7219007015228271,letter
IPS,8.405465305765902e-07,0.0022611618041992188,optdigits
DM,0.017343104181858814,0.022604703903198242,optdigits
DR,0.00011263571544290018,0.011297464370727539,optdigits
\ensuremath{\tt OCV_{DM}},0.017343104181858814,0.36698293685913086,optdigits
IPS,0.0028252217373914805,0.001016378402709961,page-blocks
DM,0.001107260036337378,0.0033483505249023438,page-blocks
DR,1.2149592112392977e-05,0.0016660690307617188,page-blocks
\ensuremath{\tt OCV_{DM}},0.001107260036337378,0.11501359939575195,page-blocks
IPS,0.0014989438880044993,0.002413034439086914,pendigits
DM,0.0423074608062367,0.00875711441040039,pendigits
DR,0.00013015939788515345,0.004459381103515625,pendigits
\ensuremath{\tt OCV_{DM}},0.0423074608062367,0.29538655281066895,pendigits
IPS,0.0009447068292853135,0.0011916160583496094,satimage
DM,0.012796404500850525,0.00410008430480957,satimage
DR,1.0253254312080478e-06,0.002022981643676758,satimage
\ensuremath{\tt OCV_{DM}},0.012796404500850525,0.1951141357421875,satimage
IPS,0.0005477191427163682,0.00042438507080078125,vehicle
DM,0.0072419353211860835,0.002094268798828125,vehicle
DR,1.0876114145906844e-08,0.0005707740783691406,vehicle
\ensuremath{\tt OCV_{DM}},0.0072419353211860835,0.08137989044189453,vehicle
IPS,0.0034876131932413774,0.0005600452423095703,yeast
DM,0.0036350486843575573,0.0026984214782714844,yeast
DR,0.0011375891773849002,0.000713348388671875,yeast
\ensuremath{\tt OCV_{DM}},0.0036350486843575573,0.10628366470336914,yeast
IPS,0.0015862773265506115,0.0003304481506347656,ecoli
DM,0.0010225162858803383,0.002601146697998047,ecoli
DR,0.0012699163260139195,0.0006353855133056641,ecoli
\ensuremath{\tt OCV_{DM}},0.0010225162858803383,0.07108092308044434,ecoli
IPS,0.009767050923285074,0.00024890899658203125,glass
DM,0.030533430531568952,0.0021276473999023438,glass
DR,0.029495201051860775,0.00041604042053222656,glass
\ensuremath{\tt OCV_{DM}},0.009767050923285074,0.06609320640563965,glass
IPS,0.000508050101967436,0.00945591926574707,letter
DM,0.15443034148236948,0.025290727615356445,letter
DR,0.0012022190763025255,0.015102386474609375,letter
\ensuremath{\tt OCV_{DM}},0.15443034148236948,0.6870288848876953,letter
IPS,0.00034665330821507563,0.001651763916015625,optdigits
DM,0.02206135783615739,0.010515451431274414,optdigits
DR,0.000859253284415423,0.005771160125732422,optdigits
\ensuremath{\tt OCV_{DM}},0.02206135783615739,0.2694239616394043,optdigits
IPS,0.0007993834338125628,0.0009107589721679688,page-blocks
DM,0.0009536822975979829,0.002623319625854492,page-blocks
DR,3.567585575882393e-05,0.0012865066528320312,page-blocks
\ensuremath{\tt OCV_{DM}},0.0009536822975979829,0.11491560935974121,page-blocks
IPS,1.017533866894171e-05,0.002452850341796875,pendigits
DM,0.04638243978862022,0.008441686630249023,pendigits
DR,3.7233886468828814e-07,0.004451751708984375,pendigits
\ensuremath{\tt OCV_{DM}},0.04638243978862022,0.29681944847106934,pendigits
IPS,1.033067770710748e-05,0.001399993896484375,satimage
DM,0.0163914384565577,0.005449056625366211,satimage
DR,0.00013092068130584862,0.0027709007263183594,satimage
\ensuremath{\tt OCV_{DM}},0.0163914384565577,0.20985960960388184,satimage
IPS,1.14106951448137e-05,0.00038743019104003906,vehicle
DM,0.0003557040680341236,0.0021212100982666016,vehicle
DR,0.0007803025730987263,0.0005972385406494141,vehicle
\ensuremath{\tt OCV_{DM}},0.0003557040680341236,0.08371114730834961,vehicle
IPS,0.00013466515773500454,0.0004589557647705078,yeast
DM,1.7797649025256362e-05,0.003073453903198242,yeast
DR,0.00038817146421845337,0.0007441043853759766,yeast
\ensuremath{\tt OCV_{DM}},1.7797649025256362e-05,0.11798667907714844,yeast
IPS,0.026329025799699146,0.0006608963012695312,ecoli
DM,7.09126782460307e-05,0.0030677318572998047,ecoli
DR,0.0009239258070244513,0.0006580352783203125,ecoli
\ensuremath{\tt OCV_{DM}},7.09126782460307e-05,0.06691288948059082,ecoli
IPS,0.000116884199417405,0.0003190040588378906,glass
DM,0.0046387161812618755,0.0024411678314208984,glass
DR,0.0075071624549997,0.0005176067352294922,glass
\ensuremath{\tt OCV_{DM}},0.000116884199417405,0.08501839637756348,glass
IPS,3.244147404843444e-05,0.009086370468139648,letter
DM,0.15179433927648825,0.02371048927307129,letter
DR,0.00033488291078061737,0.019596099853515625,letter
\ensuremath{\tt OCV_{DM}},0.15179433927648825,0.733898401260376,letter
IPS,0.00016360337963411281,0.001367807388305664,optdigits
DM,0.020486312381339387,0.008043766021728516,optdigits
DR,0.0008727257130179208,0.0033223628997802734,optdigits
\ensuremath{\tt OCV_{DM}},0.020486312381339387,0.2730898857116699,optdigits
IPS,0.00028058473910389675,0.0009212493896484375,page-blocks
DM,0.0006105407472286803,0.0026793479919433594,page-blocks
DR,0.00010147695187172803,0.0012938976287841797,page-blocks
\ensuremath{\tt OCV_{DM}},0.0006105407472286803,0.11288022994995117,page-blocks
IPS,0.00013831602504673764,0.002443075180053711,pendigits
DM,0.04734431426868456,0.009833812713623047,pendigits
DR,3.3657977429609906e-05,0.004759788513183594,pendigits
\ensuremath{\tt OCV_{DM}},0.04734431426868456,0.2929224967956543,pendigits
IPS,1.2741012294923784e-05,0.0013833045959472656,satimage
DM,0.01329333578671157,0.005553245544433594,satimage
DR,8.982066039999507e-06,0.0027854442596435547,satimage
\ensuremath{\tt OCV_{DM}},0.01329333578671157,0.20737051963806152,satimage
IPS,2.591230227315076e-05,0.0003876686096191406,vehicle
DM,0.010007588680364164,0.0021715164184570312,vehicle
DR,0.0015020544045747648,0.0005848407745361328,vehicle
\ensuremath{\tt OCV_{DM}},0.010007588680364164,0.08589053153991699,vehicle
IPS,0.0004230554384585516,0.00045943260192871094,yeast
DM,0.0027597166079891358,0.0032508373260498047,yeast
DR,2.14292090630116e-05,0.0007264614105224609,yeast
\ensuremath{\tt OCV_{DM}},0.0027597166079891358,0.10589122772216797,yeast
IPS,0.039522588137423105,0.0002722740173339844,ecoli
DM,0.009345286186710561,0.0021250247955322266,ecoli
DR,0.00425548390202724,0.0005431175231933594,ecoli
\ensuremath{\tt OCV_{DM}},0.009345286186710561,0.06165766716003418,ecoli
IPS,0.005847407631810675,0.0002646446228027344,glass
DM,0.03330604555302604,0.0017421245574951172,glass
DR,0.028870054526462456,0.0004115104675292969,glass
\ensuremath{\tt OCV_{DM}},0.005847407631810675,0.06760668754577637,glass
IPS,0.0012808399864697832,0.009273529052734375,letter
DM,0.1551089450722531,0.023328781127929688,letter
DR,0.0015580625374384009,0.016852617263793945,letter
\ensuremath{\tt OCV_{DM}},0.1551089450722531,0.664954662322998,letter
IPS,0.00028955848887437315,0.0013649463653564453,optdigits
DM,0.018348774730206758,0.008705377578735352,optdigits
DR,0.00021933241622917714,0.0042536258697509766,optdigits
\ensuremath{\tt OCV_{DM}},0.018348774730206758,0.3003413677215576,optdigits
IPS,0.00013640906830956042,0.0009045600891113281,page-blocks
DM,0.001938582429584823,0.0026383399963378906,page-blocks
DR,0.00011483083665628375,0.0012309551239013672,page-blocks
\ensuremath{\tt OCV_{DM}},0.001938582429584823,0.12475872039794922,page-blocks
IPS,0.00013679330342400678,0.0024764537811279297,pendigits
DM,0.05046804477096036,0.008376598358154297,pendigits
DR,2.6003536071327784e-06,0.004873991012573242,pendigits
\ensuremath{\tt OCV_{DM}},0.05046804477096036,0.2743387222290039,pendigits
IPS,0.0002879893776573106,0.0013232231140136719,satimage
DM,0.017935903079787836,0.005650520324707031,satimage
DR,0.00023324626651975272,0.002618074417114258,satimage
\ensuremath{\tt OCV_{DM}},0.017935903079787836,0.18560385704040527,satimage
IPS,0.005548916921848815,0.00038123130798339844,vehicle
DM,0.0061855278326592615,0.002036571502685547,vehicle
DR,3.6224509184305204e-05,0.0005772113800048828,vehicle
\ensuremath{\tt OCV_{DM}},0.0061855278326592615,0.07917904853820801,vehicle
IPS,0.003464064683490913,0.00046253204345703125,yeast
DM,0.009069573489518718,0.003072023391723633,yeast
DR,0.0022837726763775875,0.0007233619689941406,yeast
\ensuremath{\tt OCV_{DM}},0.009069573489518718,0.09720444679260254,yeast
IPS,0.01208788827360367,0.0002732276916503906,ecoli
DM,0.005834946850295066,0.002351999282836914,ecoli
DR,0.0037706135396142373,0.0004658699035644531,ecoli
\ensuremath{\tt OCV_{DM}},0.005834946850295066,0.06092214584350586,ecoli
IPS,0.008150765247075446,0.0003018379211425781,glass
DM,0.050676582782342314,0.0017545223236083984,glass
DR,0.05394994752454819,0.00040030479431152344,glass
\ensuremath{\tt OCV_{DM}},0.008150765247075446,0.07870078086853027,glass
IPS,0.0001934879554430914,0.013391256332397461,letter
DM,0.15288886215208314,0.053563833236694336,letter
DR,0.0013116405007944827,0.023504257202148438,letter
\ensuremath{\tt OCV_{DM}},0.15288886215208314,0.736370325088501,letter
IPS,0.001534291450139823,0.0016934871673583984,optdigits
DM,0.014484036016595416,0.012257099151611328,optdigits
DR,0.00013571849659948934,0.005047321319580078,optdigits
\ensuremath{\tt OCV_{DM}},0.014484036016595416,0.30509138107299805,optdigits
IPS,0.00010792372862190268,0.0011005401611328125,page-blocks
DM,0.00019071570089107735,0.003191709518432617,page-blocks
DR,0.0003216281239740675,0.001583099365234375,page-blocks
\ensuremath{\tt OCV_{DM}},0.00019071570089107735,0.13715219497680664,page-blocks
IPS,0.0005158001986444042,0.0023279190063476562,pendigits
DM,0.05366940086625705,0.008511543273925781,pendigits
DR,0.0001591984066846235,0.004418849945068359,pendigits
\ensuremath{\tt OCV_{DM}},0.05366940086625705,0.26183652877807617,pendigits
IPS,0.00014018723571038869,0.0013723373413085938,satimage
DM,0.017540058995396443,0.005311012268066406,satimage
DR,9.95429159929463e-08,0.0026047229766845703,satimage
\ensuremath{\tt OCV_{DM}},0.017540058995396443,0.19475483894348145,satimage
IPS,0.0030592915772046205,0.00033211708068847656,vehicle
DM,0.004204348435615892,0.0017619132995605469,vehicle
DR,0.0001786304141262164,0.0004832744598388672,vehicle
\ensuremath{\tt OCV_{DM}},0.004204348435615892,0.08901739120483398,vehicle
IPS,0.0006832236448084543,0.000530242919921875,yeast
DM,0.00012855253139685156,0.003309965133666992,yeast
DR,0.00023075796900487162,0.0009992122650146484,yeast
\ensuremath{\tt OCV_{DM}},0.00012855253139685156,0.11108565330505371,yeast
IPS,0.023373228107240917,0.0003597736358642578,ecoli
DM,0.006308056787047532,0.0020377635955810547,ecoli
DR,0.0003982654950577124,0.0004444122314453125,ecoli
\ensuremath{\tt OCV_{DM}},0.006308056787047532,0.05537986755371094,ecoli
IPS,0.00018833680150531938,0.0003101825714111328,glass
DM,0.0035556383530558917,0.0026302337646484375,glass
DR,0.0018769362906640517,0.0005125999450683594,glass
\ensuremath{\tt OCV_{DM}},0.0035556383530558917,0.07377886772155762,glass
IPS,0.00021408977138926566,0.014089584350585938,letter
DM,0.14915358257461062,0.02480912208557129,letter
DR,0.00033405470298787914,0.020222902297973633,letter
\ensuremath{\tt OCV_{DM}},0.14915358257461062,0.7632067203521729,letter
IPS,0.004073150903320039,0.0013415813446044922,optdigits
DM,0.021156047170827523,0.007476329803466797,optdigits
DR,0.0009476697265773926,0.003401041030883789,optdigits
\ensuremath{\tt OCV_{DM}},0.021156047170827523,0.29084253311157227,optdigits
IPS,0.0004809062620261456,0.0009124279022216797,page-blocks
DM,0.0013453299692774512,0.004538774490356445,page-blocks
DR,6.302007468185331e-08,0.0017747879028320312,page-blocks
\ensuremath{\tt OCV_{DM}},0.0013453299692774512,0.14363312721252441,page-blocks
IPS,3.853432988872902e-06,0.002474546432495117,pendigits
DM,0.04998341836104733,0.009133100509643555,pendigits
DR,1.5854945363331204e-05,0.005262851715087891,pendigits
\ensuremath{\tt OCV_{DM}},0.04998341836104733,0.28293299674987793,pendigits
IPS,0.0005929919068017712,0.0013384819030761719,satimage
DM,0.016094412696006522,0.005394697189331055,satimage
DR,5.998805438834512e-06,0.0026700496673583984,satimage
\ensuremath{\tt OCV_{DM}},0.016094412696006522,0.17461872100830078,satimage
IPS,0.0004202396910648091,0.00040841102600097656,vehicle
DM,0.0018245663052908765,0.0018877983093261719,vehicle
DR,0.00031163443586330685,0.0004942417144775391,vehicle
\ensuremath{\tt OCV_{DM}},0.0018245663052908765,0.08035445213317871,vehicle
IPS,0.0027108872471254854,0.00047326087951660156,yeast
DM,0.0038731163950325594,0.003004312515258789,yeast
DR,0.0014350045996466528,0.0007231235504150391,yeast
\ensuremath{\tt OCV_{DM}},0.0038731163950325594,0.11535406112670898,yeast
IPS,0.02100310993960256,0.0002837181091308594,ecoli
DM,0.00014195948306986437,0.0023224353790283203,ecoli
DR,0.0009446994716961389,0.00048160552978515625,ecoli
\ensuremath{\tt OCV_{DM}},0.00014195948306986437,0.07548022270202637,ecoli
IPS,0.03452200389587935,0.00028777122497558594,glass
DM,0.0026551906800376317,0.0016875267028808594,glass
DR,0.005112658183795102,0.00045108795166015625,glass
\ensuremath{\tt OCV_{DM}},0.0026551906800376317,0.06306052207946777,glass
IPS,0.0001146699914156611,0.00919342041015625,letter
DM,0.1376833238554956,0.031095504760742188,letter
DR,6.776875438777898e-05,0.021266937255859375,letter
\ensuremath{\tt OCV_{DM}},0.1376833238554956,0.8543891906738281,letter
IPS,7.83695244890247e-05,0.00136566162109375,optdigits
DM,0.01825450133670726,0.008143424987792969,optdigits
DR,0.0007198896059894947,0.0036468505859375,optdigits
\ensuremath{\tt OCV_{DM}},0.01825450133670726,0.29592204093933105,optdigits
IPS,0.0011479363736554336,0.001068115234375,page-blocks
DM,0.0009161189142115984,0.0035474300384521484,page-blocks
DR,1.3535052613125972e-05,0.0013225078582763672,page-blocks
\ensuremath{\tt OCV_{DM}},0.0009161189142115984,0.12528514862060547,page-blocks
IPS,0.0011109490916599585,0.0025937557220458984,pendigits
DM,0.046827900463533564,0.008862733840942383,pendigits
DR,2.7738689016009173e-05,0.0046994686126708984,pendigits
\ensuremath{\tt OCV_{DM}},0.046827900463533564,0.2652552127838135,pendigits
IPS,5.34413222915631e-05,0.0011990070343017578,satimage
DM,0.01753383997585154,0.003999471664428711,satimage
DR,6.325595023198726e-05,0.002050161361694336,satimage
\ensuremath{\tt OCV_{DM}},0.01753383997585154,0.18747615814208984,satimage
IPS,0.0006214608197987697,0.0003199577331542969,vehicle
DM,0.004252873658297363,0.001642465591430664,vehicle
DR,0.00021730207604965767,0.0005195140838623047,vehicle
\ensuremath{\tt OCV_{DM}},0.004252873658297363,0.08814620971679688,vehicle
IPS,2.8897806807782944e-05,0.0005593299865722656,yeast
DM,0.0005743354894792254,0.003345966339111328,yeast
DR,4.148646480925867e-05,0.0008652210235595703,yeast
\ensuremath{\tt OCV_{DM}},0.0005743354894792254,0.10467076301574707,yeast
IPS,0.0034087775864881727,0.000331878662109375,ecoli
DM,0.0009026638925041963,0.0022687911987304688,ecoli
DR,0.005120387431523891,0.000579833984375,ecoli
\ensuremath{\tt OCV_{DM}},0.0009026638925041963,0.06724286079406738,ecoli
IPS,3.3079873596423305e-09,0.00024890899658203125,glass
DM,0.0007827599820804156,0.0015664100646972656,glass
DR,0.00047041721070894345,0.00039458274841308594,glass
