Estimator,MSE,seconds,dataset.kwargs.dataset
DR,0.0106240740364669,0.0029332637786865,glass
\ensuremath{\tt OCV_{IPS}},0.0581215607787828,0.2537693977355957,glass
\ensuremath{\tt OCV_{DR}},0.0106240740364669,0.6549098491668701,glass
\textsc{Slope},0.0069845494516209,0.0145349502563476,glass
\ensuremath{\tt PAS{\text -}IF},0.0106240740364669,8.158197164535522,glass
IPS,2.957790484787812e-06,0.0758962631225586,letter
DM,0.1510143572108835,0.0971114635467529,letter
DR,0.0001837914659737,0.1043231487274169,letter
\ensuremath{\tt OCV_{IPS}},2.957790484787812e-06,2.855429649353028,letter
\ensuremath{\tt OCV_{DR}},0.0001837914659737,4.102380037307739,letter
\textsc{Slope},0.0001837914659737,0.2409980297088623,letter
\ensuremath{\tt PAS{\text -}IF},0.1510143572108835,49.21788382530213,letter
IPS,0.0033257392371219,0.0091099739074707,optdigits
DM,0.0150142639951911,0.0581820011138916,optdigits
DR,0.000103424227156,0.0188922882080078,optdigits
\ensuremath{\tt OCV_{IPS}},0.0033257392371219,0.7294406890869141,optdigits
\ensuremath{\tt OCV_{DR}},0.000103424227156,3.091381311416626,optdigits
\textsc{Slope},0.000103424227156,0.0918188095092773,optdigits
\ensuremath{\tt PAS{\text -}IF},0.0150142639951911,31.770376443862915,optdigits
IPS,7.07637273906513e-06,0.0034384727478027,page-blocks
DM,0.0014765491828198,0.0046217441558837,page-blocks
DR,3.839932495592372e-05,0.0075507164001464,page-blocks
\ensuremath{\tt OCV_{IPS}},7.07637273906513e-06,0.3873710632324219,page-blocks
\ensuremath{\tt OCV_{DR}},3.839932495592372e-05,0.8560311794281006,page-blocks
\textsc{Slope},3.839932495592372e-05,0.0257470607757568,page-blocks
\ensuremath{\tt PAS{\text -}IF},0.0014765491828198,22.87928795814514,page-blocks
IPS,0.0002334744070635,0.0186026096343994,pendigits
DM,0.0497793688802687,0.0093715190887451,pendigits
DR,1.951247595034421e-05,0.036757469177246,pendigits
\ensuremath{\tt OCV_{IPS}},0.0002334744070635,0.7321939468383789,pendigits
\ensuremath{\tt OCV_{DR}},1.951247595034421e-05,1.7556514739990234,pendigits
\textsc{Slope},1.951247595034421e-05,0.0538699626922607,pendigits
\ensuremath{\tt PAS{\text -}IF},0.0497793688802687,29.44300055503845,pendigits
IPS,0.0013729720734091,0.008763313293457,satimage
DM,0.0174172670035376,0.0262229442596435,satimage
DR,9.196758702785257e-05,0.0102834701538085,satimage
\ensuremath{\tt OCV_{IPS}},9.196758702785257e-05,0.8230645656585693,satimage
\ensuremath{\tt OCV_{DR}},9.196758702785257e-05,1.5401396751403809,satimage
\textsc{Slope},9.196758702785257e-05,0.0797727108001709,satimage
\ensuremath{\tt PAS{\text -}IF},0.0174172670035376,30.974388599395752,satimage
IPS,5.0529080513938375e-05,0.0028493404388427,vehicle
DM,0.0094690836992514,0.0096099376678466,vehicle
DR,1.4293639844221058e-06,0.0035724639892578,vehicle
\ensuremath{\tt OCV_{IPS}},5.0529080513938375e-05,0.2882359027862549,vehicle
\ensuremath{\tt OCV_{DR}},1.4293639844221058e-06,0.4186151027679443,vehicle
\textsc{Slope},1.4293639844221058e-06,0.0651023387908935,vehicle
\ensuremath{\tt PAS{\text -}IF},0.0094690836992514,8.14223599433899,vehicle
IPS,0.0005016881965243,0.0030066967010498,yeast
DM,0.0055234518128431,0.0038628578186035,yeast
DR,0.0021346976863591,0.0027050971984863,yeast
\ensuremath{\tt OCV_{IPS}},0.0021346976863591,0.3112204074859619,yeast
\ensuremath{\tt OCV_{DR}},0.0021346976863591,0.7274143695831299,yeast
\textsc{Slope},0.0055234518128431,0.0135645866394042,yeast
\ensuremath{\tt PAS{\text -}IF},0.0055234518128431,15.3890483379364,yeast
IPS,0.0245454231722389,0.0019557476043701,ecoli
DM,0.0014402782415251,0.0036492347717285,ecoli
DR,2.244374770939233e-05,0.0042459964752197,ecoli
\ensuremath{\tt OCV_{IPS}},0.0245454231722389,0.2395498752593994,ecoli
\ensuremath{\tt OCV_{DR}},0.0014402782415251,0.3883001804351806,ecoli
\textsc{Slope},0.0014402782415251,0.0068709850311279,ecoli
\ensuremath{\tt PAS{\text -}IF},0.0014402782415251,8.919634580612183,ecoli
IPS,0.0287995542115727,0.0012321472167968,glass
DM,0.0064391119311981,0.0023341178894042,glass
DR,0.0135173060424081,0.002547264099121,glass
\ensuremath{\tt OCV_{IPS}},0.0287995542115727,0.1420214176177978,glass
\ensuremath{\tt OCV_{DR}},0.0064391119311981,0.3823347091674804,glass
\textsc{Slope},0.0064391119311981,0.0070996284484863,glass
\ensuremath{\tt PAS{\text -}IF},0.0287995542115727,6.858993053436279,glass
IPS,2.1493104753457685e-06,0.0643939971923828,letter
DM,0.1484412603931849,0.0673961639404296,letter
DR,0.0001293717343158,0.0755014419555664,letter
\ensuremath{\tt OCV_{IPS}},2.1493104753457685e-06,2.257906198501587,letter
\ensuremath{\tt OCV_{DR}},0.0001293717343158,5.273949146270752,letter
\textsc{Slope},0.0001293717343158,0.3125500679016113,letter
\ensuremath{\tt PAS{\text -}IF},0.1484412603931849,57.69887065887451,letter
IPS,0.0029187114482392,0.009035587310791,optdigits
DM,0.015939179195474,0.0568025112152099,optdigits
DR,0.0003011308026711,0.0207469463348388,optdigits
\ensuremath{\tt OCV_{IPS}},0.0029187114482392,0.8228671550750732,optdigits
\ensuremath{\tt OCV_{DR}},0.0003011308026711,2.642484426498413,optdigits
\textsc{Slope},0.0003011308026711,0.0840275287628173,optdigits
\ensuremath{\tt PAS{\text -}IF},0.015939179195474,33.09775376319885,optdigits
IPS,0.0013106182892096,0.0014195442199707,page-blocks
DM,0.0009082556427694,0.0037927627563476,page-blocks
DR,1.6269797728522163e-06,0.01747727394104,page-blocks
\ensuremath{\tt OCV_{IPS}},0.0013106182892096,0.2905778884887695,page-blocks
\ensuremath{\tt OCV_{DR}},1.6269797728522163e-06,0.5455057621002197,page-blocks
\textsc{Slope},1.6269797728522163e-06,0.0126512050628662,page-blocks
\ensuremath{\tt PAS{\text -}IF},0.0009082556427694,27.577606201171875,page-blocks
IPS,0.0001247746927276,0.0130000114440917,pendigits
DM,0.0456193175425339,0.0088109970092773,pendigits
DR,6.602537751042554e-05,0.0173451900482177,pendigits
\ensuremath{\tt OCV_{IPS}},0.0001247746927276,0.6415750980377197,pendigits
\ensuremath{\tt OCV_{DR}},6.602537751042554e-05,0.980370044708252,pendigits
\textsc{Slope},6.602537751042554e-05,0.0510530471801757,pendigits
\ensuremath{\tt PAS{\text -}IF},0.0456193175425339,29.66221141815185,pendigits
IPS,0.0004245566024298,0.0018806457519531,satimage
DM,0.0185029102967541,0.0105600357055664,satimage
DR,0.000172302295412,0.0038695335388183,satimage
\ensuremath{\tt OCV_{IPS}},0.000172302295412,0.3024506568908691,satimage
\ensuremath{\tt OCV_{DR}},0.000172302295412,1.1399421691894531,satimage
\textsc{Slope},0.000172302295412,0.041893720626831,satimage
\ensuremath{\tt PAS{\text -}IF},0.0185029102967541,23.81307101249695,satimage
IPS,1.033544131886646e-05,0.0011701583862304,vehicle
DM,0.0025618408361735,0.0074589252471923,vehicle
DR,0.0003458440217147,0.0031518936157226,vehicle
\ensuremath{\tt OCV_{IPS}},1.033544131886646e-05,0.1812975406646728,vehicle
